epoch,split,wt_dice,tc_dice,et_dice,wt_iou,tc_iou,et_iou,wt_hd95,tc_hd95,et_hd95
1,train,0.21381006205124828,0.29507601839124514,0.18694547509407203,0.11970175036188273,0.17307282997615728,0.10311078488043368,95.53911883759227,55.74867773143507,54.45805031337005
1,eval,0.6961551362439682,0.48390747462999933,0.29920506634310434,0.5339248215761878,0.3191807007371811,0.17592071826071393,21.45757137178586,12.95340596808407,12.958567637043117
2,train,0.7346332716560665,0.5496019919760252,0.3534174114319942,0.5805694548469187,0.3789318441803461,0.2146369176291078,20.310208552948207,12.639620750167936,12.819328624910217
2,eval,0.7510663476545013,0.6118851193733853,0.385512083738862,0.6013660903795793,0.44080293923307823,0.23878288580297227,19.863297132780232,11.594617251990408,11.793192734011733
3,train,0.7640893714194729,0.6274867544839267,0.41780169050888494,0.6182399873824597,0.4571808370767218,0.2640640481048568,19.179981547164065,11.399857212659198,11.554333260665363
3,eval,0.7575978790948752,0.6083374126541937,0.38625696891861544,0.6097847599800811,0.437129961088069,0.2393546937022439,20.63521371680901,13.579198139928032,13.6319775179238
4,train,0.7822799296085436,0.6595250730463105,0.45241158446269203,0.6424135962192582,0.4920085111514328,0.2923332715085096,17.85638876371198,10.999259928337947,11.214231740451767
4,eval,0.7772327918191247,0.6571495695415489,0.44252007676703076,0.6356343109457628,0.4893691468804885,0.2841257021461061,18.644445007396385,10.212200971525188,10.448522904201566
5,train,0.7921033233495485,0.6853238170361151,0.4800730371892019,0.6557707614082394,0.5212871625095389,0.31585270143599775,16.790477916461942,10.188434125265974,10.434466780238061
5,eval,0.7971182249598863,0.6834925023795904,0.4765512342464834,0.6626737901430952,0.5191709911375398,0.3128108046421733,14.948320125090119,8.9226507559372,8.929538440189818
6,train,0.8045326509454972,0.7166947665056036,0.5133308008576234,0.6729858842082166,0.5584756827914339,0.3452891881756556,15.806491937869906,9.131816149990396,9.461817772189669
6,eval,0.7973572932010236,0.6861142465585082,0.47648350482260976,0.6630043060114803,0.5222023640650285,0.31275244234696026,15.832791124810203,8.795161808419147,8.967991716255098
7,train,0.8122782391876472,0.7407866870347583,0.538438717299998,0.6838960655499672,0.588293245796716,0.3683996857834918,15.045775149109522,8.214969305581677,8.56525841924183
7,eval,0.7949471455809619,0.6686723944222076,0.45351609362775996,0.6596782395608779,0.5022598431976522,0.29325626458772747,17.413359050641308,8.048096296107556,7.900967722218429
8,train,0.8198082624466156,0.7635988163536992,0.5635877508050914,0.6946398931296811,0.6175979337885712,0.39235793980521627,14.245688193688617,7.52930440763056,7.944973579422931
8,eval,0.8105830208918792,0.7090310938019554,0.4959499319950492,0.6814960902102568,0.5492239901347281,0.3297429670362654,13.283695472711878,7.656431806103531,8.156178812795462
9,train,0.8275766615021737,0.7853280991327136,0.5903789246320991,0.7058684643402875,0.6465351660575851,0.41882101151049717,13.477277266878003,6.782240043262981,7.243926685115899
9,eval,0.8097656829908159,0.6911201372768715,0.4803964972019341,0.6803414012003887,0.5280241196766479,0.3161327914270886,13.989859356131984,9.363869079152146,9.369879522001352
10,train,0.8334699639561678,0.7991442559586835,0.6117749436499473,0.7144865011644246,0.6654789802389355,0.44068859069467986,12.882414207414735,6.227228224102557,6.770554965030828
10,eval,0.745833543475544,0.6912122690349453,0.4913570514210204,0.5946846525798469,0.5281316845209646,0.32569472576916836,24.20724025070652,10.290515539264293,10.178736684535323
11,train,0.8392507562649733,0.8147088312228395,0.6343875796047715,0.7230250295614713,0.6873491110739964,0.4645443832600544,12.172618345745137,5.715084740844837,6.263424109645439
11,eval,0.8128339598231303,0.6948982623552132,0.4915052301029273,0.6846843089463968,0.5324475803773282,0.3258249480947578,13.646219632350745,8.462962567072463,8.817379416150441
12,train,0.8440992829293942,0.8250422588449493,0.6541358116377795,0.7302524087610148,0.7021888787539587,0.48603404213748785,11.807000052753578,5.371475212930483,5.935350818539389
12,eval,0.8119286519426653,0.7086898279822474,0.5027618592569403,0.6834005830291958,0.5488145631772384,0.3357928478948754,13.46518803092381,7.792601242330139,7.792594260255661
13,train,0.8492959892131999,0.8326945119907532,0.6683965183075217,0.7380664195586571,0.7133475517285984,0.5019486112021759,11.168222862170353,5.067940680556773,5.612805224812655
13,eval,0.8129356825651172,0.718116642959684,0.5082868650784649,0.6848286740871656,0.5602043579204523,0.34074035629189586,13.785267367978895,7.427132715894964,7.548729074405768
14,train,0.8532101537530034,0.8407538883736227,0.6824674762738684,0.7439986991036178,0.7252591834826839,0.5179890924770288,10.73780966724288,4.775343064890577,5.327861905477683
14,eval,0.7999224522852533,0.6986900647484202,0.4890157547164301,0.6665589684670873,0.5369128797232643,0.3236405384390063,16.479912448416457,9.289850753641078,9.283891597879476
15,train,0.8566749249111804,0.8464774699565426,0.6921262079720587,0.7492837720231311,0.7338196245934204,0.5291995391228638,10.457919539696812,4.614999721969274,5.147643419726637
15,eval,0.8022504197930943,0.6987021038519076,0.48607523825910487,0.6697981222873893,0.5369270986452074,0.3210696135917325,14.639438812472257,8.66273368262302,8.515043936745778
16,train,0.860386308585265,0.853374642522434,0.7035092480375821,0.7549806702630673,0.7442488838723683,0.5426257356427137,10.072937509601823,4.317157011628004,4.850154520837807
16,eval,0.8142246782846583,0.7153339413420521,0.5142097996060259,0.6866601651877874,0.55682481569517,0.34608506602727446,13.595687392047184,6.603883850143575,6.77433067703759
17,train,0.8636490606310249,0.8585062843307067,0.7126628726260114,0.760019665325059,0.7520902415370178,0.5535945926454844,9.821276880116805,4.173313186619368,4.674800821984962
17,eval,0.816653549645275,0.715695205647738,0.5096082530532311,0.6901221103933439,0.5572627376266226,0.34192906267578277,13.132141095102494,8.034328410994403,8.077891971952615
18,train,0.8660874612050694,0.8624373814908588,0.7205762712445085,0.763804466017729,0.7581449736992463,0.5632037729559858,9.565727642615274,4.033861428210939,4.533940281131705
18,eval,0.8058646881694884,0.7049043277919996,0.48635070065429703,0.6748520709383964,0.5442874552968066,0.32131002925481433,16.003779460715066,9.002491989960571,8.910777033972193
19,train,0.8689664677947413,0.8666914813979321,0.7274949748695171,0.7682941690512516,0.7647445220538824,0.571703027101932,9.227898334058589,3.9140333643622274,4.409952186154227
19,eval,0.81190098583138,0.7112794604309239,0.5057078711770856,0.6833613833098859,0.5519268441773749,0.3384263768928787,15.372892035462414,7.499926529105477,7.327877977648388
20,train,0.8715936121173682,0.8706822743874196,0.7345316577139445,0.7724110936245646,0.7709807918893081,0.5804425390737319,8.953126414527155,3.747219292899325,4.256912999682411
20,eval,0.8144315405864311,0.7185096836881202,0.5166637023742138,0.6869544597949937,0.5606828819089217,0.34831191227584785,13.872245040388568,7.549905839097327,7.503764028964037
21,train,0.8737798705665261,0.8749628056034069,0.741715107866458,0.7758517608862722,0.7777190033905393,0.5894651620658096,8.687548462027749,3.653980664725025,4.146708428626674
21,eval,0.8063541403032386,0.7138288412318043,0.5114323584592215,0.6755388407312769,0.5550029919155236,0.3435734757272104,16.40771839550998,8.028597240882538,8.183795914846387
22,train,0.8758667505299501,0.8780253762751475,0.7468835765315504,0.7791485137041003,0.7825715107175812,0.59602089841284,8.56081841319606,3.5053344430450437,4.0165907611769205
22,eval,0.8175034390154474,0.7072993428603944,0.5078044537250198,0.6913368427344854,0.5471485907847029,0.3403069088315334,12.768898555296111,7.018380409634191,6.856652696658379
23,train,0.87858967671308,0.881170115024772,0.7526775324231494,0.7834685114525088,0.7875818539154251,0.6034345985007081,8.281364310506486,3.402096874240571,3.938274130981234
23,eval,0.8153722813433883,0.7109421815736907,0.5023476511683269,0.6882941100416211,0.5515207862759903,0.3354234055454934,13.630748503162836,7.253705871710484,7.084054147950574
24,train,0.8800846506243468,0.8836502605146822,0.7566527295147181,0.7858492618348246,0.791553246496103,0.6085610572976884,8.240343398672264,3.3918138532560054,3.9026007738667374
24,eval,0.8146749841685061,0.7177744158295953,0.5113594626911864,0.6873009286799027,0.5597879380124776,0.3435076836048208,14.816026469933611,7.493968050471472,7.460571251893623
25,train,0.8822621486188063,0.8874692792144636,0.7633200158058863,0.7893283273252228,0.7977031668733053,0.6172332580471949,8.006643715379758,3.27070754374047,3.7934306957545747
25,eval,0.816833316199497,0.7180220397562875,0.5101122542657244,0.6903789021304335,0.5600892230782087,0.3423830122277574,14.61683184812032,7.387536846381434,7.242743166917981
26,train,0.8841171437884068,0.8903037846489033,0.7681914667175974,0.7923028289815045,0.8022950536667551,0.623628953657754,7.846025178015386,3.1651234934112713,3.6878430945251486
26,eval,0.8193526764721627,0.7136496454241563,0.5091934138643928,0.6939859686666575,0.5547863712911034,0.3415556508804391,13.432301968462422,6.938798462326202,6.909004016700866
27,train,0.8859503294196209,0.8921392526439672,0.7717997903530168,0.7952520904728361,0.8052810380484223,0.6283990055455635,7.676542700465477,3.124168875582375,3.6371702886496133
27,eval,0.8186461637721867,0.7142243899348858,0.5093756762603966,0.6929728745675467,0.5554813642006448,0.3417196862738027,13.221509260132478,7.104842110054002,7.039731973989911
28,train,0.8879886345926177,0.8952831936704403,0.7770287768642181,0.7985427687308803,0.8104187322405584,0.6353614559072479,7.574254983454304,3.039449295291987,3.5413898595147892
28,eval,0.8210630281108352,0.7179144851603682,0.5150888566653894,0.6964435314935782,0.559958346655346,0.3468819390153361,12.726865882327816,7.129376727837013,7.090073285851247
29,train,0.8894935764853369,0.8977522119228675,0.7815998018474124,0.8009801273099904,0.8144740426188497,0.6414967783430449,7.433905131183397,2.95171114011277,3.4696404853913587
29,eval,0.8140256053664982,0.7125728496793491,0.5014472226806,0.6863770491588514,0.5534859580224585,0.33462099585013283,14.34969188457935,7.122545272034237,6.959873775614174
30,train,0.8912945486127615,0.9001389057429755,0.7858939542776672,0.8039056247965163,0.8184114434478065,0.6473025622816162,7.300886501311097,2.9206547208020517,3.429675783270519
30,eval,0.819660527398512,0.711175252451772,0.5059523039416167,0.694427786602753,0.5518013630671379,0.3386453493261473,13.083050764931496,7.04254255887525,6.936348569455934
31,train,0.8931922111585511,0.9024496779386781,0.7896284798762031,0.8069984871478904,0.8222399099148155,0.6523852112741714,7.161936574260969,2.8346624114304975,3.349267596439498
31,eval,0.8126522204308462,0.7131805833321758,0.5078974822250394,0.6844264455741255,0.5542196318259893,0.3403904732916218,14.64446496399566,7.174713894178789,7.038952096164607
32,train,0.8943404173768504,0.9044683029955763,0.7934108592622267,0.8088750203340619,0.8255975664316394,0.6575650587880251,7.081232678215926,2.765115927121946,3.287817624498251
32,eval,0.8180553066665787,0.7200711116224466,0.5108912864073061,0.6921265531971968,0.5625868110026127,0.34308528433408036,13.925491367194086,7.327788218597288,7.164145318476001
33,train,0.8960892328534862,0.9064382508539843,0.7967584428622894,0.8117406402057087,0.8288862074426432,0.662176632892925,6.924786905917065,2.7146751929148345,3.244557579558547
33,eval,0.8186187462090798,0.7189686946894469,0.5089874809358347,0.6929335839571044,0.5612420958870724,0.34137036036109264,12.54118681596343,7.042442743495546,6.9410665904594095
34,train,0.8974691206058044,0.9086633399078592,0.8006175245113503,0.8140081492310983,0.8326150610858626,0.6675247811880564,6.851315428285926,2.680391520913295,3.1902160490127662
34,eval,0.8183621190064417,0.7212047714123716,0.508496737748716,0.6925659139484739,0.5639720537657227,0.34092901478551774,13.4803689976641,7.405446040927332,7.324968358868231
35,train,0.8986994062915294,0.9102894814582579,0.8037271312652441,0.8160346152772778,0.8353498162763568,0.6718593660953878,6.777877564254572,2.627954899231375,3.1449460417082906
35,eval,0.8195686158508305,0.7122154674905516,0.5042381370113718,0.6942958539191658,0.5530548391528582,0.3371112404242421,12.607175081246881,7.1331868084839325,6.9907648782175755
36,train,0.9001118996644623,0.9123305277856417,0.8072634852371233,0.8183667951220395,0.838793908528343,0.6768162752170056,6.6247062241227495,2.5482177279871476,3.0842363116098923
36,eval,0.8199838440806313,0.713727428424977,0.502908068724552,0.6948920486955276,0.5548803917594447,0.3359233045201835,12.836661983484946,7.047640200374552,6.906281480706561
37,train,0.9013918210888,0.9141519909252285,0.8104247227593155,0.8204852634377293,0.8418784058960133,0.6812723316166767,6.533020211688342,2.5184080890693386,3.047846730011237
37,eval,0.8190035084605423,0.7141289832042531,0.5071870449581893,0.6934851325366354,0.5553659534093757,0.33975257465794434,12.864944423434714,7.188347473393216,7.090363165780042
38,train,0.9028472708584393,0.916217484932105,0.8140668067584337,0.8229002643641503,0.8453886939435511,0.6864356368450293,6.4761740624914355,2.472807730062614,3.0105330630027343
38,eval,0.818460093184404,0.7117409127260121,0.5037585704966641,0.6927062627873999,0.5524827418311381,0.33668267738307595,13.342704758424922,7.028709770597317,6.847429924661511
39,train,0.9037450597358526,0.917689093845645,0.8168644470326414,0.8243931466508067,0.8478978532207155,0.6904233796236683,6.392436706357339,2.411200720884287,2.956269078843165
39,eval,0.8192764194924361,0.7133758706678646,0.5059920877200166,0.6938765626585093,0.5544555355402558,0.3386809959713195,12.813805467023219,7.034197646399581,6.900121705907276
40,train,0.9049904065499682,0.9194931192128019,0.8198738250006815,0.826468016319955,0.8509831224239028,0.6947340397743106,6.33208059756985,2.3800122617167285,2.915724197656617
40,eval,0.8196295583849897,0.7138689185990958,0.5060814229405496,0.6943833304259581,0.5550514476498943,0.3387610480998859,13.185488601402945,7.207041314979576,7.069394505376286
41,train,0.9061107788198897,0.921031028332607,0.8225862936638133,0.8283387031114162,0.8536214224115124,0.6986382859627935,6.234917275812425,2.3282256098602323,2.8692352408673867
