epoch,split,wt_dice,tc_dice,et_dice,wt_iou,tc_iou,et_iou,wt_hd95,tc_hd95,et_hd95
1,train,0.2195696017205731,0.05266981423584743,0.03350477047906733,0.12332388951163767,0.02704719241805377,0.017037809182598215,63.163731373932876,56.77964151521395,55.95627157877279
1,eval,0.8479174038124544,0.43218858839711644,0.30969528203396923,0.7359866442027421,0.2756636322446842,0.18321861066957815,15.113937474502311,12.122563253874366,11.450748365174224
2,train,0.8669725080055393,0.5825789347329485,0.40875420787228084,0.7651822344393545,0.4110133177844276,0.2568768507634003,12.438943145801646,9.126126096502782,9.160547261380959
2,eval,0.8797068296102787,0.618379132875272,0.39591736496136876,0.7852469807561633,0.4475751254120621,0.2468185592893934,8.919981760894515,8.951355019866753,8.92173442401469
3,train,0.8858432138860506,0.6914279993303453,0.48267530151160853,0.7950794941309559,0.5283836112774158,0.3181094343171672,11.01111583956143,7.123472103386053,7.341903206240318
3,eval,0.8923171888775587,0.7050826717658742,0.4851503844658386,0.8055710352437017,0.5445001440573762,0.3202630673637966,8.179175967164223,6.844918352322152,7.48194697649064
4,train,0.8965733761238301,0.7361626076300855,0.5213048600774762,0.8125355657762763,0.5824820598555425,0.35254383814691514,9.830165431522985,6.244404185891558,6.591019566011381
4,eval,0.9091213206128718,0.7275945202757989,0.5171057486678978,0.8333844430103168,0.5718259877609989,0.34871383998108796,6.488597013126413,5.794103490831768,6.197320254696505
5,train,0.9026137890832164,0.7637048599455802,0.54901719245211,0.8225124209726952,0.617736683743627,0.3783760838489395,9.253748591258168,5.6163683431387135,6.048113338971019
5,eval,0.8866792975089015,0.7288386874955171,0.49595484084086366,0.796427566221415,0.5733644348092498,0.3297473070011649,10.143882488311624,5.830062398434108,6.108284105424649
6,train,0.9115615803898073,0.7992818633887839,0.5915204290257108,0.837494858658397,0.6656698512480165,0.41997089714019614,8.205213051268643,4.932571846090619,5.4661876099247735
6,eval,0.8686063142885297,0.6855127733542408,0.4717897460983364,0.7677312727287423,0.5215058461263994,0.30872044268372967,10.118796543731714,6.6300512675278105,7.1766006732216585
7,train,0.9157761256299778,0.8211428905087444,0.6202727064987806,0.844637484266873,0.6965584581010964,0.4495618151647679,7.6093619157220775,4.394761491474621,5.035588242884313
