epoch,split,wt_dice,tc_dice,et_dice,wt_iou,tc_iou,et_iou,wt_hd95,tc_hd95,et_hd95
1,train,0.23787865074977685,0.11155397770615864,0.06789769086677877,0.1349956124480266,0.05907183810880505,0.03514187139356973,82.67396729725107,72.56241103953684,71.074350457556
1,eval,0.6394219571821544,0.4542894869066068,0.28136988707191435,0.46996345454603256,0.29390334286945374,0.16371753581841728,20.611024297217416,14.213152794243301,13.692337338394099
2,train,0.7060895685110026,0.48070673344758713,0.31043925287290186,0.5457020450004825,0.31640154276363575,0.1837396219110605,23.48778254922108,17.615613549179052,17.379008173456317
2,eval,0.7051101570848503,0.5511075563456141,0.35875119027985325,0.5445329276021312,0.38036471151413753,0.21858428055221243,18.04817873551819,12.939440779619204,12.616465325613309
3,train,0.74395663553364,0.5705959186216456,0.3780442168821165,0.5923017123295866,0.39918447558329895,0.23307923731151445,22.138117466543722,15.13472923995897,14.952036598403092
3,eval,0.7452435824876715,0.5911983426767241,0.39268834197871744,0.5939348642385798,0.4196462572311289,0.24431375210837786,20.471813291857547,13.221666112588437,12.994149460267733
4,train,0.7642496915361257,0.6251255522333995,0.4232867042501153,0.6184499298132018,0.4546782822597931,0.26846142884131646,20.44968760780965,13.328164391568592,13.220530019727345
4,eval,0.7707763746315587,0.5827716251383601,0.38352891802140177,0.6270432480505977,0.41120516317298156,0.23726308642153587,18.94293478949718,14.91713561484127,15.136066340708393
5,train,0.7748674741544108,0.6566049751311877,0.4516429274481701,0.632476452798113,0.4887653765096441,0.29169171340033495,19.58070693983409,12.352333235097511,12.348284070564883
5,eval,0.6833829143422792,0.5529196300138065,0.35719255028644203,0.5190445436160299,0.38209324200775513,0.21742812911441484,34.561162085962586,20.67098814839439,20.426201814311653
6,train,0.7891504812358942,0.6930531324584597,0.48780499330597593,0.6517329106604155,0.5302840916265722,0.3225807459663685,18.38023313234342,10.914966215933232,11.046764224894094
6,eval,0.7614044636744892,0.5443976876049884,0.3378396769735476,0.6147321230732962,0.3740016644444939,0.20325336388634943,19.045984479105236,17.067993128316655,16.887257000770553
7,train,0.8001895559150567,0.7215264111898473,0.5166046948954467,0.6669299803648029,0.5643655195578627,0.34825827823355227,17.454949430616473,9.749493121140231,9.909787565782239
7,eval,0.7917361327493397,0.641524502357935,0.43735455305809173,0.6552675737551376,0.4722385523120903,0.279880860955371,17.146614811994624,12.189354842463471,12.145672213225394
8,train,0.8082995736641077,0.7467546123728408,0.5431355225991664,0.6782741331639673,0.5958566612295407,0.37281128823194654,16.941269577109033,8.798435253298596,9.056733959281225
8,eval,0.7700329186139186,0.6677403069653731,0.449167726305101,0.6260597785642757,0.5012088187134083,0.2896301127619346,14.419940572070253,8.755348491843206,8.741703343429577
9,train,0.8145950497827255,0.7643634348406617,0.5630941008434025,0.6871871503771071,0.6185989120045952,0.39187959432410613,16.28908955905391,8.25231881700112,8.575075351763767
9,eval,0.7862743590728599,0.6338957779332466,0.42081693071850973,0.6478188583642684,0.46401714283134093,0.266477610420416,17.79231950105842,12.900601196092191,12.80625178917598
10,train,0.8198097157753327,0.7792643731912559,0.5836047654346719,0.6946419799701294,0.6383563779722021,0.41203525060840235,15.600647085487326,7.61571438679713,7.995280310867518
10,eval,0.7960860111491872,0.6719928975605887,0.46647416808447467,0.6612482440785369,0.5060160418767395,0.3041840954852403,16.616591780691955,9.899739473944315,10.04744100702719
11,train,0.8245310089850945,0.7925343578440702,0.6049068016702026,0.7014485412100837,0.6563618294173572,0.43359597939004774,15.264920478425935,7.210446585837954,7.6698496625299795
11,eval,0.7875355512373738,0.654338899742134,0.4562081946366269,0.6495329013902954,0.48625831542335934,0.2955114757389491,20.818725218470682,9.05723324082817,8.910915635182599
12,train,0.8301498990406341,0.8067646545138952,0.6250941223846195,0.7096207440251089,0.676115284018202,0.45464502884282865,14.663967908042098,6.592536438403224,7.076803064344956
12,eval,0.7966964322519158,0.672613456987786,0.45485442941169646,0.662090974884159,0.5067201114314724,0.2943764251535949,15.15903665193831,8.730664965400708,8.563075708488704
13,train,0.8361451160328238,0.8178879969732872,0.6462319347087019,0.7184272949757242,0.691887058822805,0.4773579398695953,13.778289536385136,6.11023120519603,6.636371023635603
13,eval,0.7936125219034511,0.6549955872007264,0.4428472336037238,0.6578421413620948,0.48698396895035084,0.2843954961648411,18.218216401120564,12.33914528897224,12.304296473713798
14,train,0.8399197436534713,0.8250881354026329,0.6582128304737862,0.7240186522082988,0.7022553437958378,0.4905493549369694,13.590117922696605,5.982598429609657,6.47512077431821
14,eval,0.7803986668366673,0.6727164811642714,0.4572770419893386,0.6398801359231983,0.5068370635343739,0.29640904714284966,18.426755705387382,8.754786460139464,8.632082630940454
15,train,0.8441772402198349,0.830753907074393,0.6699918933442367,0.7303691098628265,0.7105038982817874,0.5037502327928637,12.934264554816423,5.71410150088143,6.175349747070644
15,eval,0.7632371731023363,0.6598035077880919,0.43971099034247907,0.617124930102294,0.4923184858506298,0.28181380989089605,21.796450122166696,11.955918723305633,11.91242460915835
16,train,0.8488069972487448,0.8398605192584017,0.6848327690327536,0.737328141519421,0.723930642134113,0.5207191548781898,12.208931641818305,5.257666773132384,5.77455331493133
16,eval,0.7892971380303766,0.6744594570884632,0.4581896134825798,0.6519329910117782,0.5088184293533714,0.29717636973345357,16.115480744121392,8.575343433165786,8.44350960264514
17,train,0.849995337026748,0.8441402518357657,0.6924391152732786,0.7391233830558113,0.7303137367456998,0.529565485906989,12.273843870133721,5.104410220659862,5.55724493140368
17,eval,0.7927919025104149,0.6739035818801775,0.46779416350126807,0.6567151961281924,0.5081859604414417,0.3053076501589578,18.8145525666632,10.071333662162273,9.96267854627457
18,train,0.8550964215361329,0.8512846924270953,0.704362356637819,0.7468719965775873,0.7410754316713649,0.5436414727886402,11.54101235676353,4.784012117612396,5.292136189100394
18,eval,0.7849853638641315,0.6654486486562011,0.45625317092516726,0.6460707060785982,0.4986309803561635,0.2955492198151427,21.464225102598967,11.78743009377478,11.568691333868685
19,train,0.8585526385350287,0.856230821719338,0.7128280205488572,0.7521613939631292,0.7486045593626173,0.5537939233674205,11.106137499154347,4.686633185090848,5.148634333449913
19,eval,0.7963822589338364,0.6783350626178412,0.46130165808046497,0.6616571289721949,0.5132428374482185,0.2997999318729287,14.91645361022236,9.196327622442853,9.120352772545381
20,train,0.8612958893550214,0.8596413214257783,0.718389384606907,0.7563825240493519,0.753834155496215,0.5605363875568119,10.80856291095621,4.538470042226435,5.008592469151961
20,eval,0.7753741578859781,0.6676051312559083,0.46521753496984625,0.633151882984505,0.5010565162902415,0.3031162692888247,23.023604908281623,11.640593846766834,11.394236907601089
21,train,0.8641838205224723,0.8649659423263275,0.7270135176617777,0.7608483099087342,0.7620616636818214,0.5711085920774263,10.535850146134244,4.314358289483472,4.812937260450768
21,eval,0.7659619156263349,0.6712178570191549,0.46705049447981895,0.6206955241702269,0.5051376258815595,0.30467441543114177,23.781631729440637,9.661742899758398,9.491739925972519
22,train,0.8675746167692217,0.869235544786562,0.7341732151652131,0.7661207790080219,0.7687149527728026,0.5799950071849964,10.099673486080414,4.1470859828611255,4.635274620798896
22,eval,0.7997024952000912,0.6777079282743753,0.4683791057515164,0.6662535679713861,0.5125251393135476,0.30580616098302493,15.849457383701719,9.297152706412218,9.167616830646182
23,train,0.87011753663127,0.8729037182861957,0.7396934950531017,0.7700956204214603,0.774471296240019,0.5869155575645211,9.993275732621946,4.077034805472689,4.540847710985773
23,eval,0.7989850502752349,0.6711484188434862,0.4682489565919419,0.6652582055355241,0.5050589760064691,0.3056952098104107,18.073254719566222,9.504564126783006,9.363409927053656
24,train,0.8721717316292771,0.8755024631725448,0.7451897490820245,0.7733196232873547,0.7785721484482747,0.5938664818341017,9.680553891090351,3.9535953192479854,4.422358020278225
24,eval,0.7941858478153789,0.6841387936182506,0.47397814033032115,0.6586303920687289,0.519917138905129,0.3105972154507131,17.196880171749857,8.723025899502145,8.600807512010883
25,train,0.8747848738139766,0.8799343222294104,0.752237549112597,0.7774378902806849,0.7856095760213422,0.6028691988427838,9.411580143746475,3.747275530051669,4.202315291794669
25,eval,0.7962663735164549,0.6809235628516742,0.46992292677189273,0.6614971585055573,0.5162123616761314,0.30712369657331345,18.47335026010832,9.089813380615677,8.876198271341382
26,train,0.8778513576930901,0.8834631950338793,0.757502737707963,0.7822950762462322,0.7912530882138599,0.6096614943928296,8.958502850657693,3.6377134921986634,4.10395853515391
26,eval,0.7969086063730264,0.67830111696555,0.4628651859126968,0.6623840969974665,0.5132039723058994,0.3011220497191913,17.450040886128374,9.704674742939137,9.476640382842383
27,train,0.879683051666168,0.886466858196935,0.7629838620481652,0.7852090901369101,0.7960848446428297,0.6167937819400325,8.780286441721723,3.568218002164354,4.032494650281676
27,eval,0.7907154432638938,0.6708497872129051,0.4642256675482518,0.6538704549391232,0.5047208214383838,0.30227466219411964,21.06795902226734,11.858462631479764,11.513766403197893
28,train,0.881979274808982,0.8903004379831417,0.7693669816477521,0.7888756039457968,0.8022896182504003,0.6251798628626863,8.592504081335248,3.450362409407354,3.9016565427306036
28,eval,0.7898195878694998,0.677815184236277,0.46862230456765547,0.6526461508983086,0.5126478357299513,0.30601353667708486,18.242695600933956,9.472324923724333,9.297696264200589
29,train,0.8842080365400359,0.8921954961449419,0.7732895538438582,0.7924488305133435,0.8053726926007099,0.6303765947921424,8.266205562807038,3.3435935004951074,3.799315506709726
29,eval,0.7980947789615204,0.6778900602096972,0.4687656880903019,0.6640247209109752,0.5127335025687925,0.3061358307114179,17.707256240093113,10.173944303188893,9.935601353859322
30,train,0.8864608104489805,0.8956794803191294,0.7786484479587982,0.7960750899179423,0.8110684030194105,0.6375301580101735,8.131152701826618,3.1925158382636467,3.6799519617947594
30,eval,0.7915197947034165,0.6799959950279933,0.465887877304151,0.6549712533430888,0.5151469180901569,0.30368567617173914,19.028566770660845,9.75180394179213,9.391057293668151
31,train,0.8881599392891034,0.8988005340633626,0.7842403961012974,0.7988198758742557,0.8162013893630775,0.6450620612713173,7.8494253816132975,3.0991410533095607,3.5795534135463196
31,eval,0.7979940522064424,0.6822781375563743,0.46964492756593246,0.6638852774990566,0.5177709780811681,0.30688624883567095,17.75826337603502,9.335112088952213,9.093462940622656
32,train,0.8900668967397748,0.9008608737160059,0.7879939000896673,0.8019103981360374,0.819605864420154,0.6501567113795592,7.682782018591183,3.0225772014161,3.4849653217568157
32,eval,0.7934107607701618,0.6856147540504407,0.46792120561117634,0.6575649234834824,0.5216238969231033,0.3054158880893847,18.117363436317156,9.313793480947355,9.097986937827589
33,train,0.8920880752468745,0.9040707609875647,0.7931252911970946,0.805197647318091,0.8249353414479949,0.6571728493538428,7.449182752482211,2.955911947286067,3.3963568900995558
33,eval,0.7974731234312279,0.6748396040543454,0.4658880747606564,0.6631644905157515,0.509251262050259,0.3036858439699379,16.819377518164828,9.146402438658432,8.830375946892564
34,train,0.8939311482782456,0.9061133509329865,0.7969058046609261,0.8082056979425051,0.8283430021801794,0.6623802257115289,7.321581505650049,2.860856220845708,3.3309548615487046
34,eval,0.7959125829789834,0.6801172035576855,0.46457531626596754,0.6610089697209179,0.5152860582704095,0.30257121771427875,18.38665183619289,10.16141185731755,9.793411663098338
35,train,0.8957184940460045,0.9081024799581026,0.8001586080077027,0.8111323871825489,0.8316737269659312,0.6668869846864223,7.1545025913034594,2.7925886060654292,3.2729121085369273
35,eval,0.796884320420401,0.6775774887403553,0.46216898426126646,0.6623505403061939,0.5123759486632934,0.30053301014952716,17.587162975660114,9.64592102563636,9.406839666849146
36,train,0.8975905749740598,0.9114104628341383,0.805683524055562,0.8142080016713745,0.8372397783713699,0.6745980150851105,6.982149696019145,2.7030502529625866,3.1825599391323376
36,eval,0.7983196548175852,0.6723813151465905,0.46398189038361776,0.6643361173527395,0.5064566526651681,0.30206798180230854,17.861517368345744,9.824585329421241,9.409361225366894
