epoch,train_loss_total,train_loss_boundary,train_loss_interior,train_loss_dice_aux,train_dice,train_dice_boundary,train_dice_interior,val_loss_total,val_loss_boundary,val_loss_interior,val_loss_dice_aux,val_dice,val_dice_boundary,val_dice_interior,lr
1,0.3678912666683992,0.6027627424055506,0.21018215120636788,0.010130740848673448,0.7608607975622125,0.6976996239534113,0.9501030353890545,0.099325171165299,0.5492290482088401,0.07640648210061747,0.0037291354510990346,0.8723060917436031,0.8052543150751215,0.9841709523870233,0.00011999999999999999
2,0.06371696303329946,0.6498029394261966,0.08560714515192576,0.0038019770665244606,0.8948783036763192,0.7788185502795107,0.9807276313051342,0.0471697370930199,0.611382230985583,0.06702214069337699,0.003110648457598137,0.9470663091592622,0.8012106774146097,0.9864276030607391,0.00017999999999999998
3,0.047516401124620765,0.5871161296108613,0.05581459969741042,0.0027227511365545947,0.9292094266040688,0.8077334653081654,0.9882297797702886,0.043746073607747495,0.4722928948569716,0.029603187509469296,0.0017145343544574356,0.9465954282827544,0.8617277678690458,0.9946795356901068,0.00023999999999999998
4,0.04346723020555596,0.5609224246217718,0.046605783935804446,0.002387679777920101,0.9396475353766327,0.8196491344839723,0.9906029433992498,0.04149423044567045,0.5339085360368093,0.034504044400691464,0.0019790542826644683,0.9540606360686453,0.8328802303264016,0.9928838056430482,0.0003
5,0.04088967783318144,0.5430016151323698,0.04079347138251046,0.0021909732054388145,0.9460659610832932,0.8276740561118998,0.9920069870824748,0.039958679484889695,0.5310249495924565,0.04165412677786918,0.0021419084922966072,0.9584169063651771,0.8342290499754119,0.991645382161726,0.0003
6,0.037855535253950814,0.5206258951386333,0.034552185678627986,0.0019778081857850143,0.9538635894279947,0.8369785070692937,0.9932802955704786,0.04017541683360673,0.4628734279489308,0.03367887176736666,0.0017945604904844802,0.9562400412141231,0.8648661050880164,0.9934462141572383,0.00029963582551384367
7,0.036704553385260186,0.5100931276003642,0.031824980045839085,0.001882769727900228,0.9564739934524326,0.8418029683094127,0.9939844627004593,0.039774043575386726,0.5509960657933302,0.03515005119863832,0.0019299320987907745,0.9584255584499293,0.832074367163474,0.9929225517992388,0.00029854507627686476
8,0.037687748186033744,0.5164390002144322,0.034284255946198994,0.001953987740322252,0.9537828755725315,0.838904520529504,0.9934497970429284,0.03985952513227076,0.6107175168499612,0.044108214788138866,0.002338374414473053,0.9565091854647586,0.796309537009189,0.9910791965953091,0.0002967330663097039
9,0.0362057859475661,0.5034305178991418,0.030940109945822282,0.0018397501029228107,0.9565482975967804,0.8439457796417126,0.9941339710329723,0.04053240588849835,0.6978511661291122,0.04595991461374389,0.0022829840457058723,0.9608528038911652,0.7798508562539753,0.9904572315383375,0.0002942086235427786
10,0.033863272084679964,0.48371282130958654,0.02594741624683803,0.0016617817013181017,0.9620513385183135,0.8527809445330817,0.9953361637006758,0.039774452818132806,0.5677129414520765,0.03960066110206147,0.002049406124442293,0.9600840221371567,0.8245102972315069,0.9916618173582512,0.00029098404680749326
11,0.03249662309206663,0.47157026677981717,0.023456879148606065,0.0015616794705997322,0.965252010623462,0.8583039833373848,0.9959338842773583,0.03820716411594236,0.563360961905697,0.03509445884469243,0.0018294903346574294,0.9626170407261765,0.8296594672035753,0.9927537723591453,0.00028707504591756876
