epoch,train_loss,train_recon_total,train_recon_masked,train_recon_unmasked,train_ssim,train_loss_contrast,train_embed_var_mean,train_embed_var_min,val_loss,val_recon_total,val_recon_masked,val_recon_unmasked,val_ssim
1,6.835614204406738,0.14778462052345276,0.08183800429105759,0.1823280155658722,0.48820775747299194,0.0,0.0,0.0,6.45306921005249,0.022031402215361595,0.027316732332110405,0.0192628912627697,0.8348979949951172
2,6.4341959953308105,0.016506623476743698,0.02579435333609581,0.011641628108918667,0.8480714559555054,0.0,0.0,0.0,6.416676044464111,0.013579132035374641,0.02330196090042591,0.008486219681799412,0.9096300005912781
3,6.421996593475342,0.013930881395936012,0.023599868640303612,0.00886618159711361,0.9047713279724121,0.0,0.0,0.0,6.415676593780518,0.01277113240212202,0.023163853213191032,0.0073273321613669395,0.9078704714775085
4,6.409212112426758,0.013212809339165688,0.022924242541193962,0.00812586210668087,0.9173600673675537,0.0,0.0,0.0,6.405520439147949,0.014471168629825115,0.022769812494516373,0.010124258697032928,0.9196747541427612
5,6.403263092041016,0.012385553680360317,0.022005390375852585,0.007346586789935827,0.9250729084014893,0.0,0.0,0.0,6.400818824768066,0.010996430180966854,0.021350715309381485,0.005572750233113766,0.918037474155426
6,6.398830890655518,0.012043990194797516,0.021527517586946487,0.007076428271830082,0.9304973483085632,0.0,0.0,0.0,6.4082536697387695,0.01038747001439333,0.021484501659870148,0.004574738908559084,0.935371994972229
7,6.3981404304504395,0.011494009755551815,0.02097686007618904,0.006526801269501448,0.9339918494224548,0.0,0.0,0.0,6.392120361328125,0.010047548450529575,0.02007029578089714,0.0047975387424230576,0.9304236173629761
8,6.394413948059082,0.01126081496477127,0.02074982225894928,0.006290391553193331,0.9366576671600342,0.0,0.0,0.0,6.389444828033447,0.0097222113981843,0.02027308940887451,0.004195559304207563,0.9359650015830994
9,6.393898963928223,0.011162037029862404,0.020540481433272362,0.006249513477087021,0.9384514689445496,0.0,0.0,0.0,6.387580871582031,0.012594386003911495,0.0198675449937582,0.008784637786448002,0.9387339949607849
10,6.387420177459717,0.010941708460450172,0.020166074857115746,0.00610989797860384,0.9398225545883179,0.0,0.0,0.0,6.386482238769531,0.01113363541662693,0.01990676485002041,0.006538187153637409,0.9357721209526062
