partion,train_loss_total,train_dice,train_dice_boundary,train_dice_interior,val_loss_total,val_dice,val_dice_boundary,val_dice_interior
0.2,0.044385927704330606,0.94247675809823694,0.80136420420759935,0.99155842686978335,0.0581391276301522,0.93186780862640917,0.6984615524609884,0.9751762162175095
0.4,0.031031714075638504,0.97169602851794734,0.85493894539645254,0.99724639578941443,0.063712662968196374,0.94073868948116635,0.73808853040661726,0.9816504507734064
0.6,0.036105530580444176,0.95988199869888946,0.835109015792207,0.99537994169984634,0.057600066882737895,0.94035389235145173,0.75557485902518562,0.98401421413087009
0.8,0.030620700774147781,0.96824851051476557,0.85780610573694671,0.997141843406154,0.062849025846573342,0.93567202488581336,0.74356472439933241,0.98213804813853478
1,0.027337239738824536,0.97310171992886407,0.87265151383407991,0.99790318712717541,0.0699377643238557,0.93608123900597551,0.76290308592612288,0.98369539306874865
