epoch,train_loss_total,train_loss_boundary,train_loss_interior,train_loss_dice_aux,train_dice,train_dice_boundary,train_dice_interior,val_loss_total,val_loss_boundary,val_loss_interior,val_loss_dice_aux,val_dice,val_dice_boundary,val_dice_interior,lr
1,0.4979509452065289,0.9262791326219552,0.791974072255394,0.0370711413679566,0.09571996789723011,0.1438902734186801,0.16223164891966402,0.2864525331216946,1.1333982154988407,0.7635151194898706,0.03572109406977369,0.21506751014998085,0.13651580508137653,0.2766785124610913,0.00011999999999999999
2,0.24338001252590924,1.0177953761656167,0.6130063043928694,0.028627843810138345,0.5581947118614825,0.4786623368089683,0.6954818767035145,0.16472153862317404,0.6833437498201403,0.282945079630927,0.013367381845519208,0.7767380337443268,0.8426007848036917,0.9801227262145594,0.00017999999999999998
3,0.1417345946147981,0.8916846348179711,0.24037139620132372,0.01014088598611654,0.7892842525723337,0.6966297754382722,0.9527775720618237,0.11014982822694276,0.9499205420153183,0.20643143643412673,0.008576708241251478,0.8299938220726816,0.6151786485784932,0.9509781797726949,0.00023999999999999998
4,0.10725735661741417,0.841856167690964,0.1828262462669634,0.007528775865818692,0.8329222896546696,0.6656993596718229,0.9527933079164147,0.09623776180179495,0.8858839244696132,0.1993460640180529,0.007895496794382078,0.8518055039539671,0.6402410057030226,0.946226534090544,0.0003
5,0.09112320277996903,0.8084413484595288,0.15391647535950745,0.006323419833355994,0.855474007769106,0.6807380419124589,0.95954053063959,0.0909151413984466,1.1321080248606832,0.20037249083581724,0.007800539203903131,0.862520178159078,0.5083732676872036,0.9458555683755038,0.0003
6,0.07956270428224542,0.7739299229735159,0.1288860026333067,0.005395203820336967,0.8741712147705399,0.7025001785535921,0.9676076776679905,0.07679565558046625,0.9390576811213243,0.16439622784392877,0.006519598556527247,0.8870637646892614,0.6417812997834724,0.9564912193699887,0.00029963582551384367
7,0.06987970176784472,0.7463262616674562,0.10533789747976252,0.004579727595468619,0.8931720261372825,0.7202689994797395,0.9746121033398127,0.0668464457583532,0.59256607385581,0.07416706689911191,0.003486946465655867,0.8927448580139562,0.7908313295297456,0.9838056146052846,0.00029854507627686476
8,0.06339240730722288,0.7056911250868977,0.08883944012481591,0.003999428192003705,0.904781877766167,0.7408515041358626,0.9796302889498715,0.061091785760302296,0.5677382400292054,0.06655326107386172,0.0030304472209281173,0.8963845675451714,0.811453548439762,0.985410469665862,0.0002967330663097039
9,0.05546244101106435,0.6682142998980379,0.0705262603687829,0.003332355185019359,0.9207671474222936,0.7630281085255503,0.984995089956627,0.060664817266035495,0.7528967521431154,0.08893475104776914,0.0036976051868119262,0.9177226832038478,0.7379282796592043,0.9797392320214656,0.0002942086235427786
10,0.05255124168434819,0.653594848753392,0.06434181486738139,0.0031172481108585307,0.9260904889453874,0.7720221676132232,0.9865991891115561,0.0598964565025087,0.8731976661242937,0.08017370062308353,0.0036987174535170197,0.8988561044659531,0.6601137424770155,0.9820450586185121,0.00029098404680749326
11,0.05089835195991271,0.6440093396267215,0.05838192367776372,0.0029308010219200246,0.9300609475351385,0.7758792990468928,0.988062639346068,0.059033026559311044,0.8169811333676702,0.06736114693053982,0.0031174802805476807,0.8952512139813942,0.6991214856766818,0.9856268920396504,0.00028707504591756876
12,0.04861422294172747,0.6290698238716271,0.05418762813011805,0.0027596657418635213,0.9345160741002166,0.785573218060636,0.9892862793129523,0.057983446408782086,0.7987541275327665,0.09202929709531497,0.0037217339150517723,0.9219309687614441,0.7265788708862505,0.9790913002532825,0.0002825006651324096
13,0.04728251471544591,0.6233435313135272,0.050725567932472605,0.002649799301966996,0.9384060618521153,0.7890369796204841,0.9900126224276663,0.0581608205184079,0.8444004586914129,0.08688958534938201,0.0036344074025309006,0.9155561495245549,0.7082759424259788,0.9803360010448255,0.00027728319037538567
14,0.04562078463448875,0.6102356445972034,0.04773536352333666,0.002521214725706598,0.9402391145512519,0.7962925283388159,0.9910389258030274,0.05866621529454725,0.9197791016154122,0.09536627881032855,0.0037955699377211233,0.9042588200485497,0.6847460667292277,0.9786247213681539,0.0002714480406590546
15,0.044385927704330606,0.6004442506366305,0.04427152752548,0.002408177331821472,0.9424767580982369,0.8013642042075994,0.9915584268697833,0.0581391276301522,0.9232952504565841,0.11517728071071599,0.004081003855007063,0.9318678086264092,0.6984615524609884,0.9751762162175095,0.00026502364424628715
16,0.04162446292424111,0.5782276234407534,0.038005698879046,0.002175678968272561,0.950091149386775,0.813253334198875,0.9933868916098643,0.05682304383892762,0.726943600726755,0.07470555382110831,0.0027256778687986204,0.9286366795238695,0.7813669375160284,0.9847387190450702,0.00025804130015062834
17,0.03909363237948253,0.5630562974575379,0.0331156887114048,0.0019864879041853077,0.9580209168437797,0.8220479867467478,0.9944716504707191,0.058271272892230434,0.8463372196675393,0.07750608466500253,0.002877012482872886,0.9200938323087859,0.7421747137580001,0.9840506963562548,0.0002505350256506493
18,0.03804313842478383,0.5544482498105001,0.03033776077088611,0.001882255583612598,0.9597853639116689,0.82638728755644,0.9950111983379641,0.05901749922256721,0.8799958095085203,0.09408059070834465,0.003188768028242824,0.9228263811061257,0.7410078723179666,0.980977429632555,0.00024254139056118588
19,0.03711465445714664,0.5493809375269659,0.028806553065234445,0.0018284508924560185,0.9609623523964279,0.8289715005976944,0.9953140317251856,0.057834265165423095,0.8529050636448359,0.08428935337354217,0.0029249744027191283,0.9249037462368346,0.7478266462945101,0.9831832364985817,0.0002340993390688766
20,0.036365866753847204,0.5409435039507475,0.027311987828791597,0.001769652598853298,0.96179148200828,0.8334408740430956,0.9955974150434764,0.05817114199070554,0.8589678512592065,0.09076511701814045,0.003018412132963963,0.9234314278552407,0.7512836043249097,0.9819672923339041,0.00022524999999999997
21,0.035532340164728095,0.5357830903539256,0.02565889021246141,0.0017019225716219779,0.9637346692468928,0.8358430047144835,0.9959750029319091,0.06016458564421587,0.917866370787746,0.09200976706485738,0.00298296787475824,0.926699627909744,0.7421511526693377,0.9819150640253436,0.00021603648644496706
22,0.034807585929145755,0.5289523787653766,0.024199851253337557,0.0016498396508092367,0.9649870233517497,0.8389932125007512,0.9962177934317753,0.060067490886962206,0.8579416285481369,0.09298317196264275,0.0028655368655005047,0.9259906076548392,0.7641673276298925,0.9825798440397832,0.00020650368571567882
23,0.03412134151092206,0.5234730183164735,0.023248473242981453,0.0016043913602861095,0.9666329503516128,0.8414148992048827,0.9963632803767121,0.06264491980535943,1.0133692907790344,0.09331736646249499,0.0029589042824227363,0.9236776159520734,0.7229909630198228,0.982236431356062,0.0001966980406590546
24,0.03237728981508149,0.5056692908778502,0.020260581707446282,0.0014924968970168766,0.9696792617611502,0.8504537752761695,0.9970692999061497,0.06388904840538376,0.9963506471953893,0.10625754655828994,0.0029757163521073955,0.9275709903031065,0.7423406546575981,0.9810895417865954,0.0001866673233921503
25,0.031596895000429906,0.500845643409824,0.01890516070777486,0.0014222280895765658,0.9713667331984217,0.8537020507443454,0.9973428582779749,0.06489396209648826,1.093419863597343,0.11400962346886988,0.0031394718629471434,0.9294475609796089,0.7174176249587745,0.9798811203555057,0.0001764604025612061
26,0.031077965102033596,0.49516904513954657,0.018095534284138817,0.001388715683140032,0.9721529282829314,0.8561761614463338,0.9974929642403263,0.06539318543907843,1.0294406650620593,0.10520331485997558,0.0028997080828463495,0.9289959731854891,0.7404045865201113,0.9816095431645712,0.00016612700525851418
27,0.03061764528867842,0.49159598065062043,0.017205808698859824,0.0013497718605409122,0.9731568285331872,0.8583683563374925,0.997645342258658,0.06665687014659245,1.1107814628957657,0.1116529328078685,0.0030242544445699374,0.9244685622683743,0.7221142503253201,0.9807464564055727,0.0001557174747570239
