epoch,split,loss_recon_orig,loss_recon_flip,loss_recon_total,loss_contrastive,loss_total
1,train,3.4692401785184357,3.534840758232509,7.004080944201526,0.0,7.004080944201526
1,val,3.3851413239527792,3.4522818092012058,6.837423143595674,0.0,6.837423143595674
2,train,3.3370706776485726,3.4105053671142636,6.74757604914553,0.0,6.74757604914553
2,val,3.3009347793829704,3.384081509861633,6.685016287504322,0.0,6.685016287504322
3,train,3.284841031712644,3.3671991027453365,6.652040134457981,0.0,6.652040134457981
3,val,3.2728810466989113,3.3467375797076815,6.619618603782932,0.0,6.619618603782932
4,train,3.2614978551864624,3.313075334271964,6.57457319427939,0.0,6.57457319427939
4,val,3.252159365772331,3.2954140718835983,6.547573430694803,0.0,6.547573430694803
5,train,3.2470971985774884,3.2849043414873234,6.532001542694428,0.0,6.532001542694428
5,val,3.2383274127097024,3.27693414340054,6.515261587435312,0.0,6.515261587435312
6,train,3.2283944066833046,3.26610447816989,6.494498883100117,0.0,6.494498883100117
6,val,3.226207654841625,3.26478054053592,6.490988184935855,0.0,6.490988184935855
7,train,3.217463120818138,3.245153415290748,6.462616519892917,0.0,6.462616519892917
7,val,3.2115695894199567,3.2354073350446937,6.4469769331660585,0.0,6.4469769331660585
8,train,3.2096567053128693,3.22771923638442,6.437375955721912,0.0,6.437375955721912
8,val,3.2047821413861572,3.220603507800694,6.425385652667415,0.0,6.425385652667415
9,train,3.202768066788421,3.2158965626183678,6.418664642116603,0.0,6.418664642116603
9,val,3.1991484234802914,3.2091776141285027,6.408326034128231,0.0,6.408326034128231
10,train,3.197451533640132,3.207152318866814,6.40460385732791,0.0,6.40460385732791
10,val,3.193640355646175,3.201352617166338,6.3949929780333585,0.0,6.3949929780333585
11,train,3.193674929878291,3.20015134487082,6.393826281323152,0.0,6.393826281323152
11,val,3.1911684213763607,3.195433350375099,6.386601747387517,0.0,6.386601747387517
12,train,3.190370161305456,3.193479700561832,6.383849861867287,0.0,6.383849861867287
12,val,3.189162082045618,3.191674655371339,6.380836754819772,0.0,6.380836754819772
13,train,3.1864824001403416,3.187878081027199,6.374360476346577,0.0,6.374360476346577
13,val,3.1878355645785366,3.187823537492404,6.375659093369532,0.0,6.375659093369532
14,train,3.1828514420810867,3.1841806602828644,6.36703210280222,0.0,6.36703210280222
14,val,3.1855891568817363,3.185714754745038,6.371303920328182,0.0,6.371303920328182
15,train,3.182457546100897,3.1843269248219097,6.366784472675884,0.0,6.366784472675884
15,val,3.1784715426229213,3.1791939178522486,6.357665479618268,0.0,6.357665479618268
16,train,3.1811214483836117,3.182480173952439,6.363601628471823,0.0,6.363601628471823
16,val,3.1821991335736572,3.1808110797492257,6.36301024290767,0.0,6.36301024290767
17,train,3.1799700054175712,3.1805424173088634,6.360512424917782,0.0,6.360512424917782
17,val,3.175218115757852,3.1749743928004355,6.350192505077724,0.0,6.350192505077724
18,train,3.1789268912637936,3.1775267132941414,6.356453603681396,0.0,6.356453603681396
18,val,3.1758377012545176,3.174041219001269,6.349878930697476,0.0,6.349878930697476
19,train,3.177540499936132,3.1760583831106914,6.353598881293745,0.0,6.353598881293745
19,val,3.1759555879300527,3.1757019001201994,6.351657501972505,0.0,6.351657501972505
20,train,3.177945527960272,3.1763291902401867,6.354274713817765,0.0,6.354274713817765
20,val,3.171995845154254,3.1704309996027145,6.342426846497251,0.0,6.342426846497251
21,train,3.175136450897245,3.1726106177358067,6.347747074330554,0.0,6.347747074330554
21,val,3.1744113925599704,3.171489997501791,6.345901409204859,0.0,6.345901409204859
22,train,3.357255569275688,3.2918285118306385,6.6490840806680565,0.0,6.6490840806680565
22,val,3.408616563699541,3.292087809012754,6.700704390115112,0.0,6.700704390115112
23,train,3.3658219396191487,3.26243647363256,6.628258405362859,0.0,6.628258405362859
23,val,3.3077892648042555,3.2313153639327,6.539104649620334,0.0,6.539104649620334
24,train,3.227343327858869,3.195497935747399,6.422841271056848,0.0,6.422841271056848
24,val,3.1979869456186782,3.1822759757076735,6.380262910884662,0.0,6.380262910884662
25,train,3.1948317223612,3.181255676290568,6.376087396460421,0.0,6.376087396460421
25,val,3.188409100483804,3.1770439374185826,6.36545304138295,0.0,6.36545304138295
26,train,3.185019422979916,3.176013859317583,6.361033276599996,0.0,6.361033276599996
26,val,3.1840084695467983,3.176191615362237,6.3602000709867825,0.0,6.3602000709867825
27,train,3.1828759356456646,3.176710130098988,6.359586082837161,0.0,6.359586082837161
27,val,3.180917283914385,3.1754849009270214,6.35640217788028,0.0,6.35640217788028
28,train,3.18011085557587,3.1753275078885697,6.355438368285403,0.0,6.355438368285403
28,val,3.1785169326475935,3.1740195368328235,6.35253647296098,0.0,6.35253647296098
29,train,3.1774996361311745,3.1738349633181797,6.351334598134546,0.0,6.351334598134546
29,val,3.1767174658114024,3.172177983026435,6.3488954523184,0.0,6.3488954523184
30,train,3.175554449067396,3.1727197945994488,6.348274250240887,0.0,6.348274250240887
30,val,3.177254474946182,3.1726011307570188,6.349855607443482,0.0,6.349855607443482
31,train,3.1756506882169666,3.172235544990091,6.347886238028021,0.0,6.347886238028021
31,val,3.1738971219445666,3.1703521491837328,6.344249279829707,0.0,6.344249279829707
32,train,3.173174623180838,3.170333129079903,6.343507760587861,0.0,6.343507760587861
32,val,3.1779112641828773,3.1752038732932433,6.353115161840063,0.0,6.353115161840063
33,train,3.1727755271336613,3.1702464915373745,6.343022018671036,0.0,6.343022018671036
33,val,3.1708724463943145,3.1692263523157496,6.340098816112881,0.0,6.340098816112881
34,train,3.1737317662028706,3.171583170399946,6.345314940985511,0.0,6.345314940985511
34,val,3.174837284714636,3.170839365381394,6.345676641394622,0.0,6.345676641394622
35,train,3.169493016512955,3.1678248827948288,6.337317913770676,0.0,6.337317913770676
35,val,3.1685342458042784,3.1659489843967186,6.334483237162123,0.0,6.334483237162123
36,train,3.1703111121759697,3.168009946889737,6.338321062571862,0.0,6.338321062571862
36,val,3.171109464046729,3.169110233766319,6.340219699553329,0.0,6.340219699553329
37,train,3.1686393263585426,3.1681403745623196,6.3367797066183655,0.0,6.3367797066183655
37,val,3.1686922320484245,3.1667024062497773,6.335394633077357,0.0,6.335394633077357
38,train,3.168060291339369,3.166751132291906,6.334811433273203,0.0,6.334811433273203
38,val,3.1667548583371796,3.1657388889006453,6.332493722873883,0.0,6.332493722873883
39,train,3.1675334879580666,3.1664961589609875,6.334029639468474,0.0,6.334029639468474
39,val,3.167777501753647,3.1668882457009198,6.334665726571187,0.0,6.334665726571187
40,train,3.1674675783690285,3.1669456656364834,6.334413239184548,0.0,6.334413239184548
40,val,3.1670221290449154,3.1661128336495725,6.333134957473644,0.0,6.333134957473644
41,train,3.167017424807829,3.165562845328275,6.332580264876871,0.0,6.332580264876871
41,val,3.1651618515488007,3.1641242660745217,6.32928612632473,0.0,6.32928612632473
42,train,3.164709792855908,3.1631592411328766,6.327869036618401,0.0,6.327869036618401
42,val,3.1641091395468606,3.163073038532786,6.3271821850407735,0.0,6.3271821850407735
43,train,3.164075130925459,3.16343062809285,6.327505755073884,0.0,6.327505755073884
43,val,3.1631867119865698,3.1638065741880097,6.32699330879824,0.0,6.32699330879824
44,train,3.1659232478807953,3.1653109823956207,6.331234212307369,0.0,6.331234212307369
44,val,3.167485016105819,3.1663346482019357,6.333819674749444,0.0,6.333819674749444
45,train,3.1639061916400406,3.1638079092783085,6.327714096973924,0.0,6.327714096973924
45,val,3.1641148546316327,3.161544098471203,6.325658944401428,0.0,6.325658944401428
46,train,3.164488634642433,3.164483001565232,6.328971639275551,0.0,6.328971639275551
46,val,3.162807245324128,3.162375502342725,6.325182758108543,0.0,6.325182758108543
47,train,3.1644486443084827,3.163929657462765,6.328378302209518,0.0,6.328378302209518
47,val,3.1651680504318573,3.163950610334856,6.329118672948685,0.0,6.329118672948685
48,train,3.1632609963417053,3.1633412846747566,6.326602274004151,0.0,6.326602274004151
48,val,3.1680794145068982,3.16700910825799,6.335088517544043,0.0,6.335088517544043
49,train,3.163189281435574,3.1634239488664795,6.326613232493401,0.0,6.326613232493401
49,val,3.1598552056472666,3.1595342228882504,6.319389437236925,0.0,6.319389437236925
50,train,3.200753691880142,3.188205741784152,6.38895944462103,0.0,6.38895944462103
50,val,3.185558522704744,3.1812724179595055,6.366830951105939,0.0,6.366830951105939
51,train,3.175654851776712,3.173778746057959,6.349433597396402,0.0,6.349433597396402
51,val,3.17176360457483,3.1699070947883774,6.341670697622925,0.0,6.341670697622925
52,train,3.169937252121813,3.1680859357995144,6.338023173458436,0.0,6.338023173458436
52,val,3.1672765112271275,3.166850006493339,6.334126507278777,0.0,6.334126507278777
53,train,3.1668388006441734,3.1660642347791614,6.332903042435646,0.0,6.332903042435646
53,val,3.1647724757229323,3.1646623211185427,6.329434819465136,0.0,6.329434819465136
54,train,3.1642568966045097,3.1629167510306133,6.327173645882046,0.0,6.327173645882046
54,val,3.1675779001556172,3.1672246995633535,6.334802578835592,0.0,6.334802578835592
55,train,3.16281618002583,3.162028777248719,6.324844962533782,0.0,6.324844962533782
55,val,3.161466521938352,3.1618704186738844,6.323336938871955,0.0,6.323336938871955
56,train,3.1632684789159717,3.163355268099729,6.32662375534282,0.0,6.32662375534282
56,val,3.165885389286236,3.1643205576569495,6.330205955644594,0.0,6.330205955644594
57,train,3.1635717311326195,3.162631011184524,6.326202744946761,0.0,6.326202744946761
57,val,3.162682411444448,3.162574700195424,6.3252571273024065,0.0,6.3252571273024065
58,train,3.162633905515951,3.1629200590883984,6.325553971178391,0.0,6.325553971178391
58,val,3.1646322734164496,3.1628467497164316,6.327479038795415,0.0,6.327479038795415
59,train,3.1617077041198227,3.161392914898255,6.323100618579808,0.0,6.323100618579808
59,val,3.1669604012565893,3.165692513876588,6.332652899470642,0.0,6.332652899470642
60,train,3.162963783916305,3.1626139861695908,6.325577762197046,0.0,6.325577762197046
60,val,3.1595377156334203,3.1579603400543657,6.3174980261029985,0.0,6.3174980261029985
61,train,3.1612853096688496,3.160844929954585,6.32213025058017,0.0,6.32213025058017
61,val,3.161703080156424,3.1622965179220603,6.323999589377076,0.0,6.323999589377076
62,train,3.163080582723898,3.162170541198815,6.325251140138683,0.0,6.325251140138683
62,val,3.1603927925555375,3.1614522568500827,6.321845058107028,0.0,6.321845058107028
63,train,3.161886829225456,3.1605393268606243,6.322426153456464,0.0,6.322426153456464
63,val,3.16264612309254,3.16277055496717,6.325416651955487,0.0,6.325416651955487
64,train,3.1603603722418057,3.1607318042832264,6.321092180469456,0.0,6.321092180469456
64,val,3.160275715110946,3.1600174921272446,6.320293210718754,0.0,6.320293210718754
65,train,3.1603855210192062,3.160918920793954,6.32130445802913,0.0,6.32130445802913
65,val,3.1608514176668043,3.1601333478941536,6.320984781223492,0.0,6.320984781223492
66,train,3.160054687191458,3.1602210262242485,6.320275703773779,0.0,6.320275703773779
66,val,3.163444127479609,3.1631208840947953,6.326565022016093,0.0,6.326565022016093
67,train,3.1606441692394367,3.1610946199473213,6.321738792692914,0.0,6.321738792692914
67,val,3.164076124664641,3.165705329310285,6.329781462676333,0.0,6.329781462676333
68,train,3.160460734630332,3.160786355681279,6.321247098200462,0.0,6.321247098200462
68,val,3.161868384284695,3.163783235271482,6.325651603893642,0.0,6.325651603893642
69,train,3.15969681038576,3.160017519751016,6.3197143323281235,0.0,6.3197143323281235
69,val,3.1590222581459657,3.1600586967746707,6.3190809584012,0.0,6.3190809584012
70,train,3.1605295473161865,3.160340711036149,6.32087025484618,0.0,6.32087025484618
70,val,3.160376000578386,3.1615797133341323,6.321955729575053,0.0,6.321955729575053
71,train,3.1603479709695366,3.160425505217384,6.320773477939999,0.0,6.320773477939999
71,val,3.1624030283767812,3.1616310864469432,6.324034127005695,0.0,6.324034127005695
72,train,3.160075084251516,3.1601030090275932,6.3201780967852645,0.0,6.3201780967852645
72,val,3.159329631902876,3.15897488420027,6.318304521323991,0.0,6.318304521323991
73,train,3.1607540311182247,3.1604225815219036,6.321176604313009,0.0,6.321176604313009
73,val,3.158594885011659,3.1596478232502068,6.318242699560458,0.0,6.318242699560458
74,train,3.1598676355446087,3.1599762255654618,6.319843852344682,0.0,6.319843852344682
74,val,3.159946469494896,3.1612341908642847,6.321180646436928,0.0,6.321180646436928
75,train,3.1597866863012314,3.1599021089427612,6.319688803132842,0.0,6.319688803132842
75,val,3.161788186887755,3.162336339045615,6.324124520712525,0.0,6.324124520712525
76,train,3.159261486986104,3.159314891871284,6.318576380610466,0.0,6.318576380610466
76,val,3.162136721785051,3.161881673074987,6.3240184018211645,0.0,6.3240184018211645
77,train,3.1590962155776867,3.1592800139504322,6.318376234349082,0.0,6.318376234349082
77,val,3.161304787127641,3.162025082720457,6.323329855925845,0.0,6.323329855925845
78,train,3.1585924542125534,3.1580670436515526,6.3166595022468,0.0,6.3166595022468
78,val,3.1606990281682816,3.1620554036467614,6.322754431815043,0.0,6.322754431815043
79,train,3.158203406368985,3.1589332415777096,6.317136630415916,0.0,6.317136630415916
79,val,3.161725313994136,3.1611228911546023,6.322848212109865,0.0,6.322848212109865
80,train,3.1591304825509297,3.159285632564741,6.318416108979898,0.0,6.318416108979898
80,val,3.1605178039439403,3.160231917443937,6.320749710946187,0.0,6.320749710946187
81,train,3.159832843524568,3.1599324257934795,6.319765276768628,0.0,6.319765276768628
81,val,3.1604715629215656,3.1601605258718894,6.320632088793455,0.0,6.320632088793455
82,train,3.1596842622932266,3.159759206368643,6.319443473044564,0.0,6.319443473044564
82,val,3.1588617015058977,3.1594299991635513,6.318291681526351,0.0,6.318291681526351
83,train,3.1594453598646557,3.16037781624233,6.319823176545255,0.0,6.319823176545255
83,val,3.162272724792035,3.16120452254358,6.323477250816178,0.0,6.323477250816178
84,train,3.1573941054589607,3.1576212797971333,6.315015383503017,0.0,6.315015383503017
84,val,3.1607778907692343,3.161958480403371,6.322736367692042,0.0,6.322736367692042
85,train,3.1590712833053924,3.1596539778744472,6.318725267753882,0.0,6.318725267753882
85,val,3.1597918750595873,3.1604901352067936,6.320281992863564,0.0,6.320281992863564
86,train,3.1657700766535366,3.1663839273593006,6.332153999630143,0.0,6.332153999630143
86,val,3.1617421407769197,3.161087368526598,6.322829521485489,0.0,6.322829521485489
87,train,3.160629633156692,3.1608824164551845,6.321512043476105,0.0,6.321512043476105
87,val,3.158972548742364,3.159673401909153,6.3186459576126435,0.0,6.3186459576126435
88,train,3.1589511795079006,3.1581631819991505,6.3171143540564705,0.0,6.3171143540564705
88,val,3.1576022701541873,3.1579974254552465,6.315599681687181,0.0,6.315599681687181
89,train,3.158757949138389,3.1588284645010445,6.317586409695008,0.0,6.317586409695008
89,val,3.1615775449432597,3.1622272094670874,6.323804754410347,0.0,6.323804754410347
90,train,3.159290560904671,3.1596613048630604,6.318951856564073,0.0,6.318951856564073
90,val,3.1609091636908317,3.1600953993135996,6.321004536900207,0.0,6.321004536900207
91,train,3.1573805208591854,3.157353911329718,6.314734438762946,0.0,6.314734438762946
91,val,3.156629652872573,3.1558416742477973,6.312471309717554,0.0,6.312471309717554
92,train,3.1589428234626267,3.15909765485455,6.318040481385062,0.0,6.318040481385062
92,val,3.157715035180976,3.1577510955559944,6.315466139438379,0.0,6.315466139438379
93,train,3.1586831102476403,3.158871034050689,6.317554134656401,0.0,6.317554134656401
93,val,3.1569701041618403,3.1573567651484136,6.31432684320603,0.0,6.31432684320603
94,train,3.161185319371083,3.1607748204294372,6.321960137170904,0.0,6.321960137170904
94,val,3.1575621653647317,3.156363301033521,6.313925478580225,0.0,6.313925478580225
95,train,3.1590707977028454,3.158915645935956,6.317986440132646,0.0,6.317986440132646
95,val,3.1584957951176778,3.159808670517302,6.318304483037796,0.0,6.318304483037796
96,train,3.159065463087138,3.1589955880361447,6.318061037975199,0.0,6.318061037975199
96,val,3.1596728693829834,3.1596235341399255,6.319296394821501,0.0,6.319296394821501
97,train,3.1577944553950252,3.1585244347943977,6.316318899393082,0.0,6.316318899393082
97,val,3.156063408747207,3.1557717671359544,6.311835195026259,0.0,6.311835195026259
98,train,3.1577667278401993,3.1581487585516537,6.315915487268391,0.0,6.315915487268391
98,val,3.1585672754440863,3.158800502763177,6.317367776466982,0.0,6.317367776466982
99,train,3.159306494628682,3.159518239690977,6.31882474965909,0.0,6.31882474965909
99,val,3.157686223078818,3.157627803565812,6.315314031865475,0.0,6.315314031865475
100,train,3.15733441798126,3.1570184182594803,6.314352831419776,0.0,6.314352831419776
100,val,3.15951718205083,3.157733840663938,6.3172509931299805,0.0,6.3172509931299805
101,train,3.15749119353645,3.1574934900683513,6.314984694123268,0.0,6.314984694123268
101,val,3.156051178048127,3.15624810657362,6.312299279400902,0.0,6.312299279400902
102,train,3.1584568558370365,3.1594902263844715,6.317947094054783,0.0,6.317947094054783
102,val,3.1542014866849803,3.1542530929955253,6.3084545622776895,0.0,6.3084545622776895
103,train,3.157260802738807,3.158004797556821,6.315265602048705,0.0,6.315265602048705
103,val,3.157215779715211,3.1581160778546855,6.315331848868488,0.0,6.315331848868488
104,train,3.158372290432453,3.1590715471435997,6.31744384765625,0.0,6.31744384765625
104,val,3.158701195333996,3.160045133019886,6.318746302249658,0.0,6.318746302249658
105,train,3.1565563792691513,3.157157418482444,6.313713807393523,0.0,6.313713807393523
105,val,3.1571345050839614,3.1583917436808564,6.315526266167634,0.0,6.315526266167634
106,train,3.156857803463936,3.157628582242657,6.314486387021401,0.0,6.314486387021401
106,val,3.1619846559789058,3.160155907164525,6.322140547480896,0.0,6.322140547480896
107,train,3.1583345935625187,3.158900249530287,6.317234842216267,0.0,6.317234842216267
107,val,3.154327843311059,3.1537676205600267,6.308095455169678,0.0,6.308095455169678
108,train,3.1578944395570194,3.158260070664041,6.316154508906252,0.0,6.316154508906252
108,val,3.159409474282369,3.159680418724561,6.319089886045804,0.0,6.319089886045804
109,train,3.1592433347421536,3.1586618121055996,6.317905147286022,0.0,6.317905147286022
109,val,3.1604875108621417,3.1601975277392533,6.320685028159706,0.0,6.320685028159706
110,train,3.159130006152041,3.158489097567166,6.31761910897844,0.0,6.31761910897844
110,val,3.162662231139023,3.163326172933091,6.325988397110987,0.0,6.325988397110987
111,train,3.1557998626547703,3.1565067575258365,6.312306622371954,0.0,6.312306622371954
111,val,3.1589342590666165,3.1587005235852987,6.31763478787276,0.0,6.31763478787276
112,train,3.1555429973146496,3.155360603595481,6.310903593021281,0.0,6.310903593021281
112,val,3.156620445042631,3.1574730838302276,6.3140935201714505,0.0,6.3140935201714505
113,train,3.1576575378284737,3.1588486748583176,6.316506214001599,0.0,6.316506214001599
113,val,3.1566497183194127,3.156700256097056,6.313349970935905,0.0,6.313349970935905
114,train,3.1577083144117806,3.1582085319301663,6.315916841520982,0.0,6.315916841520982
114,val,3.156719138152408,3.156451540271731,6.313170683644984,0.0,6.313170683644984
115,train,3.156000255223583,3.156956838334308,6.312957104514627,0.0,6.312957104514627
115,val,3.1560050414426484,3.1569608650068295,6.31296589774807,0.0,6.31296589774807
116,train,3.1562251843073788,3.1568776592612267,6.313102852772264,0.0,6.313102852772264
116,val,3.1582638851917575,3.15842906053919,6.316692943990666,0.0,6.316692943990666
117,train,3.1583526327329525,3.159450812813114,6.31780345825588,0.0,6.31780345825588
117,val,3.158468563191212,3.1588190907109395,6.317287643460462,0.0,6.317287643460462
118,train,3.156031779068358,3.1566921345451298,6.312723906601176,0.0,6.312723906601176
118,val,3.157466700477322,3.1578756509906185,6.315342328844279,0.0,6.315342328844279
119,train,3.157985969501383,3.1579576984924427,6.315943674129598,0.0,6.315943674129598
119,val,3.1577099518184246,3.157496661165335,6.315206628646294,0.0,6.315206628646294
120,train,3.1562317802625546,3.1575256770147995,6.313757456400815,0.0,6.313757456400815
120,val,3.1562140684058195,3.1564911334183963,6.3127052000839345,0.0,6.3127052000839345
