epoch,train_loss,train_macro_dice,train_dice_min,train_dice_mean,train_dice_max,train_num_valid_classes,eval_loss,eval_macro_dice,eval_dice_min,eval_dice_mean,eval_dice_max,eval_num_valid_classes,lr,train_num_excluded_classes,eval_num_excluded_classes,eval_ran,best_updated,best_eval_macro_dice,train_time_s,eval_time_s,epoch_time_s,train_pc_macro_dice,eval_pc_macro_dice,train_num_present_classes,eval_num_present_classes,primary_metric_name,train_primary_metric,eval_primary_metric
1,0.583899783903358,0.21841421956039142,0.016678224524991417,0.21841421956039142,0.548666544034678,3,0.10456145283120413,0.3550096471755323,0.0,0.3550096471755323,0.6983984308741018,3,0.00011999999999999999,1,1,1,1,0.3550096471755323,226.757115354,30.092567788999986,257.01385150300007,0.21841421956039142,0.3550096471755323,3,3,pc_macro_dice,0.21841421956039142,0.3550096471755323
2,0.091824233841029,0.38311957482906234,0.04669624174760086,0.38311957482906234,0.6815523258770352,3,0.08393832058364975,0.48949275119150465,0.2713002754986729,0.48949275119150465,0.7456309120029362,3,0.00017999999999999998,1,1,1,1,0.48949275119150465,176.20847600599996,27.557203008000215,203.936250256,0.38311957482906234,0.48949275119150465,3,3,pc_macro_dice,0.38311957482906234,0.48949275119150465
3,0.07935350057862389,0.4940824886446259,0.26670752088613964,0.4940824886446259,0.731186205274398,3,0.08252833862327777,0.44258301420251256,0.08613340487192675,0.44258301420251256,0.7475092391649233,3,0.00023999999999999998,1,1,1,0,0.48949275119150465,176.66044844999988,27.8895303889999,204.63796198799992,0.4940824886446259,0.44258301420251256,3,3,pc_macro_dice,0.4940824886446259,0.44258301420251256
4,0.06958529948831176,0.5498597039958297,0.36703810690585076,0.5498597039958297,0.7587866886751286,3,0.08378447829533707,0.46288149654793004,0.13320049468408648,0.46288149654793004,0.7541899778291796,3,0.0003,1,1,1,0,0.48949275119150465,175.58018746900007,26.775526093999815,202.4463958639999,0.5498597039958297,0.46288149654793004,3,3,pc_macro_dice,0.5498597039958297,0.46288149654793004
5,0.065022987936186,0.5911530916814827,0.4429835819372428,0.5911530916814827,0.7756393315538167,3,0.07587703924864894,0.5451933614110822,0.40640071947716344,0.5451933614110822,0.742928867278269,3,0.0003,1,1,1,1,0.5451933614110822,507.3905340890001,57.256209216000116,564.8434252770003,0.5911530916814827,0.5451933614110822,3,3,pc_macro_dice,0.5911530916814827,0.5451933614110822
6,0.059266678448141624,0.6320002968595368,0.5125065661252625,0.6320002968595368,0.7976757989834562,3,0.07951664922543401,0.5089385163130968,0.31204855088027245,0.5089385163130968,0.7418438087218092,3,0.0002997561810369572,1,1,1,0,0.5451933614110822,507.28732499700027,57.23931479399971,564.6361911199997,0.6320002968595368,0.5089385163130968,3,3,pc_macro_dice,0.6320002968595368,0.5089385163130968
7,0.05489199328172681,0.6679415823577385,0.5741012715868322,0.6679415823577385,0.8142102170826455,3,0.07763511840474997,0.5704547702960548,0.40230925619339,0.5704547702960548,0.7825795635600967,3,0.0002990255194346082,1,1,1,1,0.5704547702960548,508.24515514799987,56.79551769200043,565.2557039669996,0.6679415823577385,0.5704547702960548,3,3,pc_macro_dice,0.6679415823577385,0.5704547702960548
8,0.05035349909687034,0.6932245047803436,0.6123617990920409,0.6932245047803436,0.8242668735378276,3,0.08102328705243594,0.5620676169397867,0.36693084729638104,0.5620676169397867,0.7829714060028331,3,0.00029781039845923004,1,1,1,0,0.5704547702960548,507.7568239380007,56.49042665899924,564.3546407180002,0.6932245047803436,0.5620676169397867,3,3,pc_macro_dice,0.6932245047803436,0.5620676169397867
9,0.04785528912293775,0.7119946325119707,0.647686757999231,0.7119946325119707,0.8304681703675127,3,0.08264295992529996,0.5837827322527114,0.44500128570450614,0.5837827322527114,0.769470498625492,3,0.00029611478158287887,1,1,1,1,0.5837827322527114,509.958920907,57.52898952999931,567.7027211539998,0.7119946325119707,0.5837827322527114,3,3,pc_macro_dice,0.7119946325119707,0.5837827322527114
10,0.04441367525859519,0.7385658726609894,0.6845077291743112,0.7385658726609894,0.8407279294996095,3,0.0821459300805087,0.5755968398046016,0.3825685594427205,0.5755968398046016,0.786809845859319,3,0.0002939441995553673,1,1,1,0,0.5837827322527114,510.7321710739998,57.15271503900021,568.0403613860008,0.7385658726609894,0.5755968398046016,3,3,pc_macro_dice,0.7385658726609894,0.5755968398046016
11,0.041604007980912724,0.7540474306769556,0.7049646982594164,0.7540474306769556,0.8475761713941152,3,0.08505869495550428,0.586101962960019,0.3926182034392703,0.586101962960019,0.79687096411973,3,0.0002913057323641089,1,1,1,1,0.586101962960019,510.22266645199943,56.64785595199919,567.0731594829995,0.7540474306769556,0.586101962960019,3,3,pc_macro_dice,0.7540474306769556,0.586101962960019
12,0.04006727380468287,0.7629162909954179,0.7130641649601015,0.7629162909954179,0.8553426309851688,3,0.08546973093218574,0.5855969682845499,0.3998842440340371,0.5855969682845499,0.7968254988554169,3,0.00028820798614067006,1,1,1,0,0.586101962960019,509.31279012399955,56.51262428800055,565.9448800589998,0.7629162909954179,0.5855969682845499,3,3,pc_macro_dice,0.7629162909954179,0.5855969682845499
