epoch,train_loss,train_recon_total,train_recon_masked,train_recon_unmasked,train_ssim,train_loss_contrast,train_embed_var_mean,train_embed_var_min,val_loss,val_recon_total,val_recon_masked,val_recon_unmasked,val_ssim
1,6.922615556155934,0.08021277189254761,0.09149827808141708,0.07430129498243332,0.4253499209880829,0.0,0.0,0.0,6.729973361439948,0.04361727833747864,0.05384885519742966,0.0382579006254673,0.6186060905456543
2,6.676564704845934,0.04470384120941162,0.0530460886657238,0.04033409804105759,0.6134103536605835,0.0,0.0,0.0,6.542947368900271,0.03177328035235405,0.03682880103588104,0.029125142842531204,0.6963606476783752
3,6.549474040375037,0.03643530607223511,0.038649700582027435,0.03527537360787392,0.6861729621887207,0.0,0.0,0.0,6.4720772791952985,0.02629244141280651,0.027159102261066437,0.025838470086455345,0.7597528696060181
4,6.486066051265773,0.028991231694817543,0.031149068847298622,0.02786090411245823,0.7530605792999268,0.0,0.0,0.0,6.641821941320043,0.05251367762684822,0.05771787837147713,0.04978766292333603,0.525999903678894
5,6.457089742316919,0.02513076178729534,0.027524573728442192,0.02387685328722,0.7594996690750122,0.0,0.0,0.0,6.429794332406817,0.021525565534830093,0.02338983304798603,0.02054903469979763,0.8095652461051941
6,6.415016840485966,0.02078189142048359,0.022279437631368637,0.01999744400382042,0.8180800080299377,0.0,0.0,0.0,6.413185854027741,0.019742492586374283,0.020841846242547035,0.019166648387908936,0.8299054503440857
7,6.396179651512819,0.018842920660972595,0.01990441046655178,0.01828690432012081,0.8394138813018799,0.0,0.0,0.0,6.388116060382258,0.0178323183208704,0.01873761974275112,0.01735810562968254,0.8509179949760437
8,6.427592591327779,0.022598369047045708,0.024283718317747116,0.021715564653277397,0.8084983825683594,0.0,0.0,0.0,6.391895983340967,0.018406162038445473,0.019602105021476746,0.01777971349656582,0.8429017663002014
9,6.407988282687524,0.02022777684032917,0.021584121510386467,0.01951730065047741,0.8285619020462036,0.0,0.0,0.0,6.450609147983746,0.025264903903007507,0.026678549125790596,0.02452443726360798,0.7447797060012817
10,6.399732261019595,0.019643496721982956,0.02076669968664646,0.019055142998695374,0.8278561234474182,0.0,0.0,0.0,6.377032958678085,0.01697067730128765,0.01777699962258339,0.016548307612538338,0.859918475151062
11,6.37729242707,0.01642722636461258,0.01729004457592964,0.015975264832377434,0.8670211434364319,0.0,0.0,0.0,6.372208776265166,0.01588618941605091,0.01687893271446228,0.015366173349320889,0.8726969957351685
12,6.452168328797116,0.026149066165089607,0.028232354670763016,0.025057852268218994,0.7748315930366516,0.0,0.0,0.0,6.3950862049186314,0.01910439319908619,0.02022932842373848,0.01851513236761093,0.8182331323623657
13,6.378335236626513,0.01712518185377121,0.018128743395209312,0.016599534079432487,0.8544476628303528,0.0,0.0,0.0,6.371816394972975,0.01563478447496891,0.01651494763791561,0.015173743478953838,0.8734197616577148
14,6.362630809931194,0.015359540469944477,0.01615762524306774,0.014941507019102573,0.8778208494186401,0.0,0.0,0.0,6.371917818584581,0.015271098352968693,0.0165597852319479,0.014596072025597095,0.8827905058860779
15,6.360793595804887,0.014639027416706085,0.015287375077605247,0.014299411326646805,0.886763870716095,0.0,0.0,0.0,6.351067306351488,0.014264987781643867,0.014950636774301529,0.01390584371984005,0.8911541700363159
16,6.366554808967254,0.015032370574772358,0.015783799812197685,0.014638755470514297,0.883939266204834,0.0,0.0,0.0,6.3619150314887944,0.014289529994130135,0.014756932854652405,0.014044702053070068,0.8902305960655212
17,6.355664419777253,0.0137557964771986,0.014308839105069637,0.013466108590364456,0.8968666791915894,0.0,0.0,0.0,6.344798648444406,0.013252446427941322,0.01362359244376421,0.013058038428425789,0.9026352167129517
18,6.355175513555022,0.01398010179400444,0.014532666653394699,0.01369065884500742,0.8944759368896484,0.0,0.0,0.0,6.345054191394444,0.012961086817085743,0.013489698059856892,0.01268419623374939,0.9058451056480408
19,6.347782385699889,0.01275763288140297,0.013201256282627583,0.012525256723165512,0.9078075885772705,0.0,0.0,0.0,6.345184562850172,0.012359932996332645,0.012791345827281475,0.012133951298892498,0.9116822481155396
20,6.352583800168598,0.01285113487392664,0.013280916959047318,0.012626007199287415,0.9073777794837952,0.0,0.0,0.0,6.3438646636740135,0.013611957430839539,0.014238210394978523,0.013283918611705303,0.9005883932113647
21,6.3435549175038055,0.012267839163541794,0.012546141631901264,0.012122058309614658,0.9133843779563904,0.0,0.0,0.0,6.338031942826988,0.011585403233766556,0.011777977459132671,0.011484535411000252,0.9195960164070129
22,6.340033699484432,0.011500178836286068,0.01177909504622221,0.011354079470038414,0.9212822318077087,0.0,0.0,0.0,6.339584500250155,0.011472192592918873,0.01152979675680399,0.011442018672823906,0.9227243661880493
23,6.337901930598652,0.011516246944665909,0.011675731278955936,0.011432718485593796,0.920668363571167,0.0,0.0,0.0,6.328644338315421,0.010962996631860733,0.011001619510352612,0.010942773893475533,0.9259366989135742
