epoch,train_loss,train_macro_dice,train_dice_min,train_dice_mean,train_dice_max,train_num_valid_classes,eval_loss,eval_macro_dice,eval_dice_min,eval_dice_mean,eval_dice_max,eval_num_valid_classes,lr,train_num_excluded_classes,eval_num_excluded_classes,eval_ran,best_updated,best_eval_macro_dice,train_time_s,eval_time_s,epoch_time_s,train_pc_macro_dice,eval_pc_macro_dice,train_num_present_classes,eval_num_present_classes,primary_metric_name,train_primary_metric,eval_primary_metric
1,0.3443483650445938,0.03853435510296846,0.006531572330310743,0.03853435510296846,0.06276661668810898,3,0.1927508186003205,0.16139016333051964,0.013937911961557616,0.16139016333051964,0.26078320448634923,3,0.00011999999999999999,1,1,1,1,0.16139016333051964,262.72457017,48.81186322799999,312.82401795199996,0.03853435510296846,0.16139016333051964,3,3,pc_macro_dice,0.03853435510296846,0.16139016333051964
2,0.18215212123394012,0.15452288344725543,0.0007296807276042201,0.15452288344725543,0.26428418728094144,3,0.1784161007280942,0.152241965030011,0.0,0.152241965030011,0.27174648951585106,3,0.00017999999999999998,1,1,1,0,0.16139016333051964,240.417700589,42.40968461399984,283.8377949370001,0.15452288344725543,0.152241965030011,3,3,pc_macro_dice,0.15452288344725543,0.152241965030011
3,0.16426760529279708,0.2286140826752468,0.1257971172447343,0.2286140826752468,0.29430731400782645,3,0.16457919785930852,0.2560103608736732,0.21173196563894767,0.2560103608736732,0.29609143872334354,3,0.00023999999999999998,1,1,1,1,0.2560103608736732,239.6911710029999,44.30800408699997,286.02818886,0.2286140826752468,0.2560103608736732,3,3,pc_macro_dice,0.2286140826752468,0.2560103608736732
4,0.15358196141719818,0.3071419428015723,0.30008233381298816,0.3071419428015723,0.3128577750452456,3,0.15787534387248336,0.3019525128499308,0.28749533756668294,0.3019525128499308,0.3096537087368368,3,0.0003,1,1,1,1,0.3019525128499308,235.984984123,44.2118428870001,282.2809033560002,0.3071419428015723,0.3019525128499308,3,3,pc_macro_dice,0.3071419428015723,0.3019525128499308
5,0.14729358364343642,0.328568915892277,0.3255813773289756,0.328568915892277,0.33047065800685405,3,0.15347337843790934,0.3231709204280402,0.2771704638568023,0.3231709204280402,0.3760019983619812,3,0.0003,1,1,1,1,0.3231709204280402,243.18839242399986,44.68323534399997,289.9066772399999,0.328568915892277,0.3231709204280402,3,3,pc_macro_dice,0.328568915892277,0.3231709204280402
6,0.1366636986732483,0.3647716503972323,0.3455368955989391,0.3647716503972323,0.38404111143318503,3,0.1576644381520095,0.33068729190795276,0.25252614931012163,0.33068729190795276,0.4218923042846448,3,0.0002997561810369572,1,1,1,1,0.33068729190795276,239.68711300600035,44.07283929699997,285.790807847,0.3647716503972323,0.33068729190795276,3,3,pc_macro_dice,0.3647716503972323,0.33068729190795276
7,0.12892722017765046,0.3997440079768946,0.36980867303313014,0.3997440079768946,0.42737241727862535,3,0.1486069720214719,0.3309529218886782,0.28051771850346513,0.3309529218886782,0.40815040541170244,3,0.0002990255194346082,1,1,1,1,0.3309529218886782,237.5185001140003,44.48565441499977,284.08972151299986,0.3997440079768946,0.3309529218886782,3,3,pc_macro_dice,0.3997440079768946,0.3309529218886782
8,0.12056355618238448,0.4348221988939408,0.40108362975845635,0.4348221988939408,0.4615880419194968,3,0.14936747233484202,0.33534724513004194,0.28075127671046335,0.33534724513004194,0.4183662846363015,3,0.00029781039845923004,1,1,1,1,0.33534724513004194,240.15647464500034,45.53048042499995,287.7571639900002,0.4348221988939408,0.33534724513004194,3,3,pc_macro_dice,0.4348221988939408,0.33534724513004194
9,0.11304152946472168,0.4698882863492398,0.43305328644060276,0.4698882863492398,0.4958950280884113,3,0.15972690205949885,0.3435705751137655,0.3061626336209421,0.3435705751137655,0.4072900117731261,3,0.00029611478158287887,1,1,1,1,0.3435705751137655,237.50468837399967,43.38249453199978,282.92945933500005,0.4698882863492398,0.3435705751137655,3,3,pc_macro_dice,0.4698882863492398,0.3435705751137655
10,0.10643049675226211,0.5031261167938426,0.4621886718929909,0.5031261167938426,0.5242904023418042,3,0.1556725164365237,0.3448728549797718,0.2919719349318324,0.3448728549797718,0.44606748736663554,3,0.0002939441995553673,1,1,1,1,0.3448728549797718,236.79772576799996,45.07082687000002,283.93336464899994,0.5031261167938426,0.3448728549797718,3,3,pc_macro_dice,0.5031261167938426,0.3448728549797718
11,0.09888190474510193,0.536757755317895,0.4938983884115364,0.536757755317895,0.5628165046711339,3,0.17391354308291607,0.33380587923958116,0.24384751950103076,0.33380587923958116,0.4573071280619578,3,0.0002913057323641089,1,1,1,0,0.3448728549797718,237.4054727329999,43.64422493700022,282.0839590830001,0.536757755317895,0.33380587923958116,3,3,pc_macro_dice,0.536757755317895,0.33380587923958116
12,0.0922243061363697,0.5664280282589547,0.5232866261697069,0.5664280282589547,0.5973885092137703,3,0.17322812991062547,0.35658403061871813,0.28363952019293875,0.35658403061871813,0.4697762804820243,3,0.00028820798614067006,1,1,1,1,0.35658403061871813,237.83306228500032,43.49540542500017,283.3666344869998,0.5664280282589547,0.35658403061871813,3,3,pc_macro_dice,0.5664280282589547,0.35658403061871813
13,0.08654931573271751,0.5905854877731955,0.5509613463152099,0.5905854877731955,0.620427354170216,3,0.17016751817457235,0.3777898751242815,0.32396462804422776,0.3777898751242815,0.4663978871773203,3,0.000284661065089358,1,1,1,1,0.3777898751242815,237.5115332790001,43.64514585100005,283.23263764700005,0.5905854877731955,0.3777898751242815,3,3,pc_macro_dice,0.5905854877731955,0.3777898751242815
14,0.0802767672598362,0.6158728853676642,0.5797008430649025,0.6158728853676642,0.6438938185213411,3,0.17564255803538736,0.3673295772219872,0.3192478987861958,0.3673295772219872,0.4606535441148955,3,0.00028067653852940666,1,1,1,0,0.3777898751242815,238.11047911199967,43.65732205099994,282.7981828490001,0.6158728853676642,0.3673295772219872,3,3,pc_macro_dice,0.6158728853676642,0.3673295772219872
15,0.075269170576334,0.6383305779685987,0.6052936176516619,0.6383305779685987,0.6662647449451007,3,0.17770773025265166,0.3862081156791439,0.31997530782293016,0.3862081156791439,0.4612923380707031,3,0.00027626740315826157,1,1,1,1,0.3862081156791439,237.9504631159998,44.537345321999965,284.551738184,0.6383305779685987,0.3862081156791439,3,3,pc_macro_dice,0.6383305779685987,0.3862081156791439
16,0.07133458143472672,0.6547309109827895,0.6242040177612869,0.6547309109827895,0.6837766929140429,3,0.18900810077691535,0.3572501513074478,0.2740424808954372,0.3572501513074478,0.47546636262021214,3,0.0002714480406590546,1,1,1,0,0.3862081156791439,238.84310513700075,44.1736952049996,284.0384230130003,0.6547309109827895,0.3572501513074478,3,3,pc_macro_dice,0.6547309109827895,0.3572501513074478
17,0.06789230470061303,0.6695985357489229,0.6398157604986636,0.6695985357489229,0.6985164201384623,3,0.1922310731450843,0.3791287342184205,0.3253715076035694,0.3791287342184205,0.46880213529253656,3,0.00026623417079054285,1,1,1,0,0.3862081156791439,237.98152967400074,44.144464783999865,283.1611216680003,0.6695985357489229,0.3791287342184205,3,3,pc_macro_dice,0.6695985357489229,0.3791287342184205
18,0.06451981772184372,0.6835132528577488,0.6553549290592998,0.6835132528577488,0.711475508620865,3,0.19688672024258383,0.384228491814557,0.33516212163877235,0.384228491814557,0.4769440230983149,3,0.0002606428001125225,1,1,1,0,0.3862081156791439,234.73158727700047,43.16912392799986,278.9505710100002,0.6835132528577488,0.384228491814557,3,3,pc_macro_dice,0.6835132528577488,0.384228491814557
19,0.061410382586717605,0.6975145577962609,0.6716258525236597,0.6975145577962609,0.7252017541782387,3,0.2057214216536777,0.36765228184925125,0.29224010029400266,0.36765228184925125,0.47411592924712453,3,0.00025469216651396635,1,1,1,0,0.3862081156791439,234.8483407040003,44.323776051000095,280.1934283640003,0.6975145577962609,0.36765228184925125,3,3,pc_macro_dice,0.6975145577962609,0.36765228184925125
20,0.05872007490098476,0.7079747422991215,0.6829314383564953,0.7079747422991215,0.7344873943136507,3,0.22130784418457633,0.36912861923745993,0.2890357496981801,0.36912861923745993,0.4905242672733597,3,0.0002484016797248201,1,1,1,0,0.3862081156791439,237.23425567199956,43.330428266000126,281.60211338499994,0.7079747422991215,0.36912861923745993,3,3,pc_macro_dice,0.7079747422991215,0.36912861923745993
