epoch,split,enc_id,orig_ids,label_name,dice,macro_included
1,train,0,0,Background,0.8383838192301825,0
1,train,1,1,Necrotic-Core,0.16342004778247443,1
1,train,2,2,Edema,0.03944748255059522,1
1,train,3,4,Enhancing-Tumor,0.5753048057216809,1
1,eval,0,0,Background,0.99342403181463,0
1,eval,1,1,Necrotic-Core,0.5031255069073722,1
1,eval,2,2,Edema,0.5647834817076355,1
1,eval,3,4,Enhancing-Tumor,0.6984684457558444,1
2,train,0,0,Background,0.9950976284240699,0
2,train,1,1,Necrotic-Core,0.6779210974767438,1
2,train,2,2,Edema,0.6440359041347409,1
2,train,3,4,Enhancing-Tumor,0.7633062065148083,1
2,eval,0,0,Background,0.9942650647588664,0
2,eval,1,1,Necrotic-Core,0.6541021420019738,1
2,eval,2,2,Edema,0.6240578394450275,1
2,eval,3,4,Enhancing-Tumor,0.8021368218755224,1
3,train,0,0,Background,0.9956436146766309,0
3,train,1,1,Necrotic-Core,0.7541884049860971,1
3,train,2,2,Edema,0.6798424992002319,1
3,train,3,4,Enhancing-Tumor,0.8029770649528226,1
3,eval,0,0,Background,0.9947715640243738,0
3,eval,1,1,Necrotic-Core,0.6838781837561095,1
3,eval,2,2,Edema,0.652129818469586,1
3,eval,3,4,Enhancing-Tumor,0.8034959647775705,1
4,train,0,0,Background,0.9959614152801048,0
4,train,1,1,Necrotic-Core,0.7796575510406419,1
4,train,2,2,Edema,0.6967762413665974,1
4,train,3,4,Enhancing-Tumor,0.8162839754294965,1
4,eval,0,0,Background,0.9962655242709342,0
4,eval,1,1,Necrotic-Core,0.6649803852096126,1
4,eval,2,2,Edema,0.6905329078097934,1
4,eval,3,4,Enhancing-Tumor,0.8294920701858122,1
5,train,0,0,Background,0.9962326292806392,0
5,train,1,1,Necrotic-Core,0.8122997736298764,1
5,train,2,2,Edema,0.7170592668595992,1
5,train,3,4,Enhancing-Tumor,0.8318925652303601,1
5,eval,0,0,Background,0.996188899780186,0
5,eval,1,1,Necrotic-Core,0.7290542864750799,1
5,eval,2,2,Edema,0.6996833280858221,1
5,eval,3,4,Enhancing-Tumor,0.8196024309772949,1
6,train,0,0,Background,0.9965081759467738,0
6,train,1,1,Necrotic-Core,0.8377223943601525,1
6,train,2,2,Edema,0.7383220316197633,1
6,train,3,4,Enhancing-Tumor,0.8430248612485794,1
6,eval,0,0,Background,0.9963970650768739,0
6,eval,1,1,Necrotic-Core,0.7212336617378223,1
6,eval,2,2,Edema,0.7089031301890534,1
6,eval,3,4,Enhancing-Tumor,0.8151071796088285,1
7,train,0,0,Background,0.9966851141993718,0
7,train,1,1,Necrotic-Core,0.8540340766797117,1
7,train,2,2,Edema,0.7559829888295441,1
7,train,3,4,Enhancing-Tumor,0.8513518529679447,1
7,eval,0,0,Background,0.9963270931810421,0
7,eval,1,1,Necrotic-Core,0.7591649149537428,1
7,eval,2,2,Edema,0.7111519782389183,1
7,eval,3,4,Enhancing-Tumor,0.8572993373860182,1
8,train,0,0,Background,0.9969613416505495,0
8,train,1,1,Necrotic-Core,0.8644956592933032,1
8,train,2,2,Edema,0.7713034414094956,1
8,train,3,4,Enhancing-Tumor,0.863605745225583,1
8,eval,0,0,Background,0.9966574541938865,0
8,eval,1,1,Necrotic-Core,0.7167274632947185,1
8,eval,2,2,Edema,0.7172811688216749,1
8,eval,3,4,Enhancing-Tumor,0.8416574151217229,1
9,train,0,0,Background,0.9971008274293384,0
9,train,1,1,Necrotic-Core,0.8683162373098069,1
9,train,2,2,Edema,0.7812740786861839,1
9,train,3,4,Enhancing-Tumor,0.8670294212868409,1
9,eval,0,0,Background,0.9968326498953262,0
9,eval,1,1,Necrotic-Core,0.694138533048628,1
9,eval,2,2,Edema,0.7117047259993778,1
9,eval,3,4,Enhancing-Tumor,0.8481239487736287,1
10,train,0,0,Background,0.9972728052369233,0
10,train,1,1,Necrotic-Core,0.8802068014499513,1
10,train,2,2,Edema,0.7945591688304685,1
10,train,3,4,Enhancing-Tumor,0.8735544787201158,1
10,eval,0,0,Background,0.9962458072322155,0
10,eval,1,1,Necrotic-Core,0.719154221601965,1
10,eval,2,2,Edema,0.7107229395858411,1
10,eval,3,4,Enhancing-Tumor,0.8321094427517913,1
11,train,0,0,Background,0.997362445308713,0
11,train,1,1,Necrotic-Core,0.8837600746926325,1
11,train,2,2,Edema,0.8010366558958804,1
11,train,3,4,Enhancing-Tumor,0.8764416602935884,1
