epoch,train_loss,train_recon_total,train_recon_masked,train_recon_unmasked,train_ssim,train_loss_contrast,train_embed_var_mean,train_embed_var_min,val_loss,val_recon_total,val_recon_masked,val_recon_unmasked,val_ssim
1,6.854296963881044,0.06982144713401794,0.08019902557134628,0.0643855631351471,0.46966439485549927,0.0,0.0,0.0,6.650117237202442,0.03693210333585739,0.04348093643784523,0.03350177779793739,0.6683785319328308
2,6.548727412434185,0.03138916194438934,0.03628711402416229,0.02882358804345131,0.71102374792099,0.0,0.0,0.0,6.453742987918158,0.02399006299674511,0.025367431342601776,0.02326858788728714,0.7834072709083557
3,6.434387481387923,0.022125035524368286,0.02309180051088333,0.021618623286485672,0.8030806183815002,0.0,0.0,0.0,6.41060656526663,0.019896531477570534,0.020508989691734314,0.019575726240873337,0.825187087059021
4,6.392700561705758,0.018739931285381317,0.019430452957749367,0.01837824657559395,0.83933025598526,0.0,0.0,0.0,6.379286585062959,0.01735280640423298,0.018001576885581017,0.017012981697916985,0.8543694615364075
5,6.379107132554054,0.016822345554828644,0.017458850517868996,0.016488946974277496,0.8611657619476318,0.0,0.0,0.0,6.373251055278917,0.015645800158381462,0.016275547444820404,0.015315926633775234,0.8739808797836304
6,6.363589226323016,0.01510411687195301,0.015785343945026398,0.014747285284101963,0.8811386823654175,0.0,0.0,0.0,6.3674909041745815,0.01404852420091629,0.01472519338130951,0.013694079592823982,0.8926709890365601
7,6.3507817527827095,0.013599413447082043,0.014114330522716045,0.013329709880053997,0.8985700607299805,0.0,0.0,0.0,6.348301132229993,0.012831727974116802,0.013244652189314365,0.012615438550710678,0.9063201546669006
8,6.342571234878371,0.012317576445639133,0.01265524048358202,0.012140711769461632,0.912789523601532,0.0,0.0,0.0,6.337001591703317,0.011773408390581608,0.012043760158121586,0.011631800793111324,0.9202403426170349
9,6.724006290821468,0.05959196016192436,0.062279436737298965,0.05818425118923187,0.5345051288604736,0.0,0.0,0.0,6.629552346946549,0.04162358492612839,0.044310394674539566,0.04021623730659485,0.6074923872947693
10,6.510142272886108,0.028689924627542496,0.031655557453632355,0.027136478573083878,0.7315406799316406,0.0,0.0,0.0,6.42530400213534,0.02113843522965908,0.023100102320313454,0.020110882818698883,0.809790849685669
11,6.405145748573191,0.01864473894238472,0.02050604112446308,0.01766975224018097,0.8401851058006287,0.0,0.0,0.0,6.380572005780074,0.01646454446017742,0.017890146002173424,0.015717806294560432,0.8635239601135254
12,6.3764446360223435,0.015750490128993988,0.017136696726083755,0.01502438448369503,0.8739328980445862,0.0,0.0,0.0,6.370033462552259,0.015101783908903599,0.016442209482192993,0.014399654231965542,0.8822431564331055
13,6.358554812038646,0.01435201894491911,0.015377397648990154,0.013814936392009258,0.8905303478240967,0.0,0.0,0.0,6.357691538594935,0.013562049716711044,0.014448853209614754,0.013097533024847507,0.8988357186317444
14,6.3490081490839225,0.01334622222930193,0.014113202691078186,0.012944454327225685,0.9022791981697083,0.0,0.0,0.0,6.360702984524469,0.013629444874823093,0.015328781679272652,0.012739317491650581,0.8979423642158508
15,6.34467840282356,0.012632479891180992,0.013060112483799458,0.012408477254211903,0.9103162884712219,0.0,0.0,0.0,6.341877112423417,0.01333050150424242,0.0138207683339715,0.013073691166937351,0.9084911346435547
16,6.341379399685299,0.01189127005636692,0.012026295997202396,0.011820531450212002,0.9182487726211548,0.0,0.0,0.0,6.342472379225014,0.011634105816483498,0.011838561855256557,0.011527012102305889,0.9217004179954529
17,6.339106240693261,0.011488305404782295,0.011627711355686188,0.011415272019803524,0.9228218197822571,0.0,0.0,0.0,6.329918687361,0.011130583472549915,0.011167488992214203,0.011111253872513771,0.9254844188690186
18,6.334633849122945,0.011064409278333187,0.011166202835738659,0.011011084541678429,0.9269115924835205,0.0,0.0,0.0,6.330923550320367,0.011108437553048134,0.011326553300023079,0.01099418941885233,0.9272782802581787
19,6.525940515539226,0.03673788160085678,0.036916233599185944,0.036644428968429565,0.7428174018859863,0.0,0.0,0.0,6.682126706534058,0.04986817017197609,0.048979103565216064,0.05033385753631592,0.46859976649284363
20,6.592298414777307,0.03825579583644867,0.038628432899713516,0.03806060925126076,0.64256751537323,0.0,0.0,0.0,6.460882726376944,0.026705726981163025,0.026709474623203278,0.026703769341111183,0.7498931884765625
21,6.4068418057525856,0.020959170535206795,0.020810289308428764,0.021037161350250244,0.8129763603210449,0.0,0.0,0.0,6.364765692801371,0.0163157619535923,0.01566939242184162,0.016654333099722862,0.8666936755180359
22,6.356171611477347,0.014714489690959454,0.014499164186418056,0.01482726912945509,0.8861934542655945,0.0,0.0,0.0,6.35441462314912,0.014376968145370483,0.014343460090458393,0.014394517056643963,0.8984280228614807
